ProductionID,ProductID,MachineID,MachineType,ProductionShift,ProductionSpeed_UPH,ProductionTime
898,12,M05288,Type_11,Night,128.0,2024-02-03 06:27:45
899,1,M01620,Type_05,Morning,135.1,2024-02-03 06:31:50
900,23,M08513,Type_23,Morning,133.8,2024-02-03 06:52:48
901,14,M01343,Type_17,Morning,93.7,2024-02-03 07:09:19
902,4,M02833,Type_20,Morning,86.9,2024-02-03 07:15:09
903,22,M02825,Type_06,Morning,119.9,2024-02-03 07:15:41
904,24,M01995,Type_01,Afternoon,122.7,2024-02-03 07:44:48
905,11,M03491,Type_06,Afternoon,118.0,2024-02-03 09:26:34
906,7,M09311,Type_12,Night,80.0,2024-02-03 10:06:17
907,13,M07985,Type_14,Night,92.7,2024-02-03 11:00:16
908,14,M01605,Type_08,Morning,109.4,2024-02-03 11:13:02
909,7,M00236,Type_01,Morning,119.7,2024-02-03 11:18:58
910,22,M01909,Type_22,Morning,125.3,2024-02-03 11:22:24
911,11,M08568,Type_15,Afternoon,112.9,2024-02-03 11:59:12
912,20,M03531,Type_22,Morning,116.6,2024-02-03 12:06:11
913,20,M05257,Type_02,Afternoon,111.7,2024-02-03 12:19:17
914,25,M02636,Type_24,Afternoon,123.7,2024-02-03 12:58:53
915,11,M08163,Type_13,Afternoon,116.3,2024-02-03 13:04:25
916,21,M09763,Type_18,Afternoon,111.3,2024-02-03 13:08:26
917,9,M02561,Type_22,Morning,104.6,2024-02-03 13:11:13
918,25,M05416,Type_16,Night,111.6,2024-02-03 15:52:08
919,4,M03392,Type_25,Night,119.7,2024-02-03 16:56:59
920,2,M05952,Type_21,Morning,115.3,2024-02-03 20:52:33
921,2,M05469,Type_17,Night,117.6,2024-02-03 22:02:40
922,25,M08008,Type_22,Afternoon,136.9,2024-02-03 23:15:35
923,9,M09065,Type_01,Night,115.3,2024-02-03 23:29:23
924,19,M09445,Type_01,Night,97.0,2024-02-04 01:04:37
925,15,M06414,Type_16,Afternoon,127.7,2024-02-04 01:56:46
926,21,M06942,Type_15,Morning,82.7,2024-02-04 03:21:40
927,21,M09507,Type_11,Morning,88.4,2024-02-04 03:59:56
928,18,M04821,Type_23,Afternoon,116.7,2024-02-04 04:24:35
929,16,M02899,Type_03,Afternoon,120.3,2024-02-04 04:30:28
930,2,M07547,Type_20,Morning,85.1,2024-02-04 04:51:20
931,12,M00078,Type_06,Morning,102.3,2024-02-04 05:12:07
932,1,M07578,Type_01,Night,97.9,2024-02-04 05:16:36
933,2,M04228,Type_13,Night,100.3,2024-02-04 05:52:58
934,14,M00601,Type_18,Afternoon,128.9,2024-02-04 06:46:05
935,7,M01066,Type_18,Morning,124.1,2024-02-04 07:00:25
936,17,M02137,Type_17,Morning,109.6,2024-02-04 07:38:27
937,15,M09511,Type_05,Morning,99.1,2024-02-04 07:58:23
938,17,M06944,Type_12,Night,83.0,2024-02-04 11:10:58
939,9,M07805,Type_17,Morning,138.4,2024-02-04 11:50:20
940,13,M06566,Type_12,Afternoon,121.8,2024-02-04 13:30:16
941,2,M05985,Type_16,Morning,95.9,2024-02-04 14:54:30
942,15,M05143,Type_12,Afternoon,124.4,2024-02-04 15:14:33
943,20,M04671,Type_18,Afternoon,108.6,2024-02-04 17:49:58
944,11,M02191,Type_14,Night,104.3,2024-02-04 18:18:00
945,19,M09185,Type_21,Morning,118.7,2024-02-04 18:51:43
946,14,M02713,Type_22,Morning,95.2,2024-02-04 19:52:34
947,4,M02193,Type_18,Morning,103.1,2024-02-04 20:22:15
948,11,M01249,Type_15,Night,112.4,2024-02-04 21:30:38
949,16,M04034,Type_08,Night,100.0,2024-02-04 22:42:18
950,23,M01998,Type_23,Afternoon,123.4,2024-02-04 22:50:16
951,2,M03688,Type_12,Afternoon,147.4,2024-02-04 23:02:51
952,2,M04019,Type_17,Afternoon,94.9,2024-02-05 00:18:56
953,9,M01971,Type_21,Morning,80.0,2024-02-05 01:41:22
954,22,M08390,Type_10,Night,80.0,2024-02-05 03:50:23
955,23,M05766,Type_12,Afternoon,107.0,2024-02-05 04:08:05
956,21,M01203,Type_03,Morning,96.7,2024-02-05 04:08:41
957,21,M08136,Type_02,Afternoon,114.2,2024-02-05 04:09:46
958,4,M05568,Type_02,Morning,112.7,2024-02-05 04:53:11
959,8,M07668,Type_10,Morning,80.0,2024-02-05 07:42:28
960,23,M05743,Type_20,Afternoon,80.0,2024-02-05 10:59:10
961,18,M05789,Type_06,Morning,115.9,2024-02-05 11:00:34
962,15,M05409,Type_12,Afternoon,112.7,2024-02-05 11:06:10
963,2,M08670,Type_06,Morning,101.5,2024-02-05 11:53:33
964,22,M09447,Type_14,Morning,80.0,2024-02-05 13:00:28
965,11,M00923,Type_09,Morning,119.4,2024-02-05 13:51:30
966,17,M00420,Type_04,Morning,135.4,2024-02-05 14:20:18
967,7,M02205,Type_25,Afternoon,115.6,2024-02-05 14:42:37
968,8,M01121,Type_13,Morning,93.1,2024-02-05 15:11:24
969,10,M00951,Type_10,Afternoon,110.9,2024-02-05 16:05:09
970,24,M02337,Type_01,Afternoon,82.7,2024-02-05 17:13:01
971,3,M05374,Type_02,Afternoon,131.2,2024-02-05 17:13:17
972,13,M02244,Type_02,Night,111.6,2024-02-05 17:28:53
973,23,M02646,Type_01,Afternoon,80.0,2024-02-05 17:45:06
974,17,M04613,Type_13,Morning,104.0,2024-02-05 18:53:13
975,13,M01866,Type_17,Morning,119.3,2024-02-05 18:54:09
976,19,M06029,Type_14,Morning,103.3,2024-02-05 19:13:48
977,22,M07327,Type_11,Afternoon,104.5,2024-02-05 19:16:30
978,9,M06372,Type_04,Morning,85.5,2024-02-05 20:08:52
979,21,M06360,Type_04,Afternoon,121.3,2024-02-05 20:12:16
980,16,M07864,Type_15,Afternoon,97.0,2024-02-05 20:32:17
981,5,M03229,Type_25,Morning,80.0,2024-02-05 20:36:12
982,9,M03720,Type_05,Night,102.6,2024-02-05 20:39:56
983,9,M02372,Type_18,Morning,129.6,2024-02-05 20:48:26
984,6,M02892,Type_25,Morning,102.3,2024-02-05 20:51:45
985,21,M03757,Type_24,Afternoon,144.8,2024-02-05 21:32:16
986,10,M04226,Type_01,Afternoon,118.6,2024-02-05 22:33:37
987,18,M00095,Type_06,Afternoon,116.8,2024-02-05 22:53:32
988,11,M02675,Type_15,Afternoon,107.4,2024-02-06 00:41:20
989,24,M06899,Type_15,Morning,108.6,2024-02-06 03:34:12
990,24,M00794,Type_07,Night,104.7,2024-02-06 04:31:03
991,15,M02117,Type_25,Night,104.0,2024-02-06 05:09:35
992,7,M05780,Type_22,Afternoon,120.6,2024-02-06 05:40:26
993,14,M06167,Type_12,Morning,91.3,2024-02-06 06:11:22
994,8,M00815,Type_14,Afternoon,88.5,2024-02-06 08:17:24
995,19,M00346,Type_25,Morning,87.5,2024-02-06 09:36:09
996,15,M08555,Type_18,Morning,150.9,2024-02-06 09:48:22
997,19,M02444,Type_09,Night,120.6,2024-02-06 10:52:17
998,18,M07784,Type_03,Morning,116.1,2024-02-06 11:48:08
999,17,M00985,Type_05,Night,88.8,2024-02-06 12:06:41
1000,3,M07791,Type_11,Afternoon,122.5,2024-02-06 12:16:50
1001,3,M09832,Type_07,Morning,107.7,2024-02-06 12:38:55
1002,7,M00828,Type_15,Afternoon,114.3,2024-02-06 13:22:26
1003,10,M03532,Type_06,Night,90.5,2024-02-06 14:56:12
1004,25,M07148,Type_17,Afternoon,113.2,2024-02-06 14:58:28
1005,17,M04452,Type_23,Night,101.5,2024-02-06 16:45:25
1006,15,M03877,Type_11,Afternoon,94.7,2024-02-06 18:03:20
1007,8,M05960,Type_22,Afternoon,124.7,2024-02-06 18:25:55
1008,17,M00127,Type_09,Night,80.0,2024-02-06 18:47:17
1009,3,M03178,Type_02,Morning,121.3,2024-02-06 19:38:37
1010,4,M08796,Type_01,Afternoon,123.7,2024-02-06 21:03:51
1011,8,M06025,Type_18,Morning,92.4,2024-02-06 21:27:37
1012,13,M05110,Type_21,Night,93.6,2024-02-06 22:09:19
1013,1,M04147,Type_04,Night,105.5,2024-02-06 22:45:06
1014,18,M07197,Type_08,Morning,115.6,2024-02-07 00:08:52
1015,11,M03369,Type_17,Afternoon,106.9,2024-02-07 00:21:06
1016,21,M03798,Type_13,Night,118.7,2024-02-07 01:38:48
1017,6,M01793,Type_15,Morning,145.3,2024-02-07 02:00:51
1018,16,M05733,Type_12,Afternoon,99.8,2024-02-07 02:38:03
1019,21,M03477,Type_10,Night,80.0,2024-02-07 03:03:36
1020,19,M03418,Type_18,Morning,126.5,2024-02-07 03:37:32
1021,23,M01646,Type_08,Afternoon,143.7,2024-02-07 04:26:18
1022,17,M09398,Type_13,Morning,117.9,2024-02-07 05:01:59
1023,18,M03031,Type_06,Night,88.2,2024-02-07 05:21:45
1024,11,M02873,Type_12,Night,107.5,2024-02-07 06:30:50
1025,14,M03073,Type_15,Night,87.6,2024-02-07 08:46:43
1026,12,M01855,Type_24,Afternoon,122.9,2024-02-07 09:26:34
1027,25,M04022,Type_20,Night,83.0,2024-02-07 12:09:33
1028,20,M04663,Type_24,Night,104.0,2024-02-07 12:18:21
1029,24,M06515,Type_18,Morning,89.9,2024-02-07 14:03:26
1030,25,M05032,Type_09,Night,112.5,2024-02-07 14:23:43
1031,7,M02709,Type_15,Morning,102.7,2024-02-07 15:27:49
1032,17,M07113,Type_14,Afternoon,113.5,2024-02-07 16:47:49
1033,5,M09525,Type_23,Morning,110.4,2024-02-07 17:03:37
1034,22,M08394,Type_21,Morning,90.3,2024-02-07 17:24:30
1035,14,M03508,Type_09,Morning,122.5,2024-02-07 17:58:47
1036,24,M06457,Type_05,Afternoon,109.0,2024-02-07 20:06:20
1037,13,M04213,Type_04,Morning,90.2,2024-02-07 22:18:54
1038,24,M07971,Type_16,Afternoon,154.8,2024-02-07 23:38:19
1039,12,M08767,Type_24,Morning,119.5,2024-02-08 01:28:17
1040,14,M00537,Type_20,Morning,106.9,2024-02-08 02:09:32
1041,25,M01626,Type_23,Afternoon,138.3,2024-02-08 04:17:16
1042,9,M07974,Type_18,Night,146.8,2024-02-08 04:18:36
1043,4,M08578,Type_19,Morning,107.1,2024-02-08 05:42:32
1044,22,M08071,Type_22,Afternoon,116.9,2024-02-08 08:36:03
1045,19,M08667,Type_04,Night,90.2,2024-02-08 09:02:35
1046,1,M08610,Type_13,Afternoon,107.1,2024-02-08 12:06:33
1047,13,M06491,Type_25,Morning,106.0,2024-02-08 12:55:02
1048,6,M03601,Type_11,Morning,113.7,2024-02-08 12:58:23
1049,1,M06784,Type_01,Night,116.7,2024-02-08 14:10:41
1050,25,M09147,Type_09,Morning,121.2,2024-02-08 15:01:35
1051,22,M04972,Type_08,Night,114.8,2024-02-08 15:24:56
1052,17,M01206,Type_07,Afternoon,85.8,2024-02-08 17:05:42
1053,3,M01991,Type_10,Night,91.2,2024-02-08 18:31:27
1054,17,M05300,Type_16,Night,99.1,2024-02-08 18:45:02
1055,2,M03573,Type_08,Night,104.4,2024-02-08 19:05:14
1056,22,M05976,Type_20,Morning,131.0,2024-02-08 19:26:52
1057,7,M06321,Type_02,Night,86.7,2024-02-08 19:47:21
1058,1,M04381,Type_25,Afternoon,102.9,2024-02-08 19:48:06
1059,21,M04758,Type_12,Afternoon,129.1,2024-02-08 20:40:48
1060,22,M02714,Type_13,Afternoon,104.0,2024-02-08 20:49:29
1061,15,M05589,Type_17,Night,119.2,2024-02-08 22:05:34
1062,4,M00967,Type_20,Night,107.2,2024-02-08 23:12:32
1063,6,M04945,Type_19,Night,115.1,2024-02-09 00:07:38
1064,21,M03433,Type_02,Afternoon,105.4,2024-02-09 00:21:19
1065,13,M00689,Type_08,Afternoon,123.3,2024-02-09 00:21:23
1066,23,M04244,Type_10,Afternoon,80.0,2024-02-09 01:02:01
1067,13,M03702,Type_05,Morning,102.7,2024-02-09 01:02:30
1068,20,M08534,Type_18,Morning,115.9,2024-02-09 01:28:03
1069,1,M05183,Type_20,Morning,120.7,2024-02-09 01:52:59
1070,2,M09917,Type_16,Morning,139.9,2024-02-09 04:12:03
1071,6,M06705,Type_13,Morning,102.2,2024-02-09 04:16:59
1072,11,M04423,Type_10,Morning,139.6,2024-02-09 05:33:07
1073,18,M09985,Type_12,Morning,96.8,2024-02-09 05:36:24
1074,13,M01760,Type_17,Morning,136.6,2024-02-09 07:18:28
1075,21,M09182,Type_08,Night,126.3,2024-02-09 07:59:48
1076,12,M02483,Type_05,Afternoon,91.7,2024-02-09 09:41:09
1077,20,M08059,Type_06,Morning,116.1,2024-02-09 11:22:42
1078,7,M00952,Type_06,Afternoon,109.0,2024-02-09 12:52:47
1079,20,M08915,Type_03,Morning,122.5,2024-02-09 17:16:43
1080,7,M02080,Type_13,Night,105.5,2024-02-09 18:32:36
1081,24,M02718,Type_21,Night,103.9,2024-02-09 18:55:24
1082,7,M04525,Type_21,Morning,137.4,2024-02-09 19:52:53
1083,2,M09693,Type_23,Afternoon,108.0,2024-02-09 19:56:13
1084,11,M08478,Type_20,Night,126.5,2024-02-09 20:15:26
1085,1,M07312,Type_04,Night,105.5,2024-02-09 20:38:54
1086,21,M07187,Type_05,Afternoon,143.3,2024-02-09 22:28:13
1087,13,M02066,Type_12,Afternoon,96.4,2024-02-09 22:28:31
1088,12,M00769,Type_16,Morning,97.7,2024-02-09 22:46:13
1089,13,M05491,Type_21,Night,140.5,2024-02-09 23:21:05
1090,7,M06646,Type_02,Morning,101.1,2024-02-09 23:51:16
1091,12,M05084,Type_11,Night,142.0,2024-02-10 01:35:29
1092,17,M05233,Type_07,Afternoon,127.8,2024-02-10 02:09:22
1093,8,M05798,Type_23,Afternoon,106.9,2024-02-10 03:39:43
1094,3,M09139,Type_25,Afternoon,80.0,2024-02-10 03:59:28
1095,7,M04927,Type_18,Morning,109.6,2024-02-10 04:58:18
1096,19,M06017,Type_01,Morning,112.0,2024-02-10 05:37:47
1097,20,M03336,Type_09,Morning,133.3,2024-02-10 05:48:43
1098,8,M08039,Type_19,Morning,141.8,2024-02-10 06:50:34
1099,14,M04874,Type_19,Night,96.3,2024-02-10 06:51:44
1100,14,M01482,Type_15,Morning,126.0,2024-02-10 07:09:52
1101,2,M06306,Type_10,Morning,125.3,2024-02-10 07:14:02
1102,6,M03452,Type_17,Night,131.5,2024-02-10 07:32:06
1103,16,M00055,Type_21,Night,120.0,2024-02-10 08:40:35
1104,9,M07644,Type_17,Night,80.0,2024-02-10 09:01:33
1105,25,M03463,Type_12,Night,106.9,2024-02-10 10:06:44
1106,21,M00833,Type_22,Morning,86.9,2024-02-10 11:57:30
1107,15,M05955,Type_19,Morning,105.9,2024-02-10 12:56:03
1108,19,M08520,Type_22,Night,129.6,2024-02-10 16:10:45
1109,15,M07222,Type_01,Afternoon,116.1,2024-02-10 17:45:27
1110,22,M03311,Type_24,Morning,133.0,2024-02-10 18:36:46
1111,12,M03301,Type_18,Night,116.8,2024-02-10 19:59:18
1112,9,M06723,Type_13,Morning,84.0,2024-02-10 21:30:06
1113,16,M07219,Type_04,Morning,80.0,2024-02-10 23:19:21
1114,6,M07777,Type_25,Afternoon,113.0,2024-02-10 23:39:02
1115,20,M03676,Type_23,Afternoon,105.7,2024-02-11 01:56:57
1116,15,M03055,Type_25,Afternoon,90.5,2024-02-11 02:41:53
1117,13,M07971,Type_16,Morning,80.0,2024-02-11 04:00:56
1118,21,M02144,Type_09,Night,95.3,2024-02-11 04:34:24
1119,23,M05208,Type_18,Morning,106.1,2024-02-11 05:11:18
1120,10,M09504,Type_20,Morning,123.3,2024-02-11 05:20:51
1121,14,M02539,Type_07,Night,113.8,2024-02-11 06:01:14
1122,3,M04548,Type_09,Night,142.2,2024-02-11 06:31:27
1123,12,M05620,Type_06,Night,89.3,2024-02-11 07:44:18
1124,25,M08357,Type_14,Night,127.6,2024-02-11 09:40:25
1125,1,M06613,Type_18,Afternoon,110.9,2024-02-11 13:03:57
1126,24,M05006,Type_23,Afternoon,123.9,2024-02-11 13:10:17
1127,21,M00823,Type_24,Morning,101.3,2024-02-11 13:56:26
1128,16,M00944,Type_24,Afternoon,131.4,2024-02-11 14:57:18
1129,10,M06151,Type_25,Morning,115.9,2024-02-11 16:54:30
1130,9,M04426,Type_18,Morning,96.4,2024-02-11 17:54:37
1131,18,M08967,Type_06,Afternoon,109.8,2024-02-11 17:59:41
1132,1,M02199,Type_13,Afternoon,105.2,2024-02-11 18:26:32
1133,10,M04243,Type_03,Morning,119.8,2024-02-11 19:07:06
1134,7,M03696,Type_09,Morning,86.4,2024-02-11 19:19:10
1135,10,M03453,Type_17,Afternoon,109.4,2024-02-11 20:34:06
1136,12,M09107,Type_20,Morning,117.9,2024-02-11 23:32:44
1137,11,M01309,Type_17,Night,110.7,2024-02-11 23:40:26
1138,9,M04178,Type_10,Afternoon,136.9,2024-02-12 01:17:28
1139,5,M08706,Type_23,Afternoon,125.5,2024-02-12 02:29:21
1140,4,M06853,Type_07,Afternoon,109.9,2024-02-12 03:52:57
1141,20,M06036,Type_22,Night,114.3,2024-02-12 04:29:58
1142,13,M03595,Type_11,Morning,115.9,2024-02-12 04:50:23
1143,8,M04842,Type_02,Afternoon,118.1,2024-02-12 05:01:50
1144,16,M01410,Type_23,Afternoon,80.0,2024-02-12 05:01:56
1145,1,M04567,Type_23,Morning,104.0,2024-02-12 05:05:06
1146,17,M04492,Type_10,Night,80.3,2024-02-12 06:15:07
1147,15,M01556,Type_08,Night,135.6,2024-02-12 06:56:13
1148,24,M00805,Type_08,Afternoon,108.8,2024-02-12 07:14:50
1149,15,M01280,Type_23,Night,106.1,2024-02-12 10:16:15
1150,18,M07084,Type_18,Night,127.9,2024-02-12 10:36:40
1151,6,M05987,Type_07,Afternoon,118.4,2024-02-12 12:55:55
1152,2,M05620,Type_06,Night,87.4,2024-02-12 13:17:41
1153,5,M01388,Type_13,Afternoon,108.6,2024-02-12 14:35:35
1154,19,M02680,Type_12,Afternoon,103.3,2024-02-12 15:36:30
1155,7,M02107,Type_06,Afternoon,80.0,2024-02-12 15:45:31
1156,9,M08174,Type_11,Night,96.2,2024-02-12 18:32:48
1157,2,M04224,Type_02,Morning,106.3,2024-02-12 19:23:29
1158,7,M04832,Type_12,Night,107.7,2024-02-12 20:33:51
1159,24,M02769,Type_05,Night,80.4,2024-02-12 20:35:03
1160,14,M03187,Type_01,Morning,133.0,2024-02-12 20:39:18
1161,24,M02574,Type_15,Night,108.0,2024-02-12 21:28:41
1162,23,M02600,Type_08,Morning,110.8,2024-02-12 21:40:25
1163,15,M04034,Type_08,Morning,118.0,2024-02-12 22:29:36
1164,12,M08429,Type_11,Afternoon,94.2,2024-02-12 22:45:18
1165,20,M01305,Type_03,Morning,119.1,2024-02-12 23:21:05
1166,4,M07369,Type_18,Night,102.7,2024-02-12 23:26:09
1167,13,M05878,Type_05,Night,92.1,2024-02-12 23:44:09
1168,9,M01302,Type_03,Afternoon,121.5,2024-02-13 01:01:09
1169,12,M02542,Type_24,Morning,139.8,2024-02-13 02:21:31
1170,10,M02052,Type_08,Morning,124.5,2024-02-13 02:28:16
1171,9,M06810,Type_22,Afternoon,128.5,2024-02-13 06:56:28
1172,21,M08634,Type_25,Night,99.6,2024-02-13 07:37:06
1173,23,M08997,Type_14,Afternoon,80.0,2024-02-13 08:14:53
1174,7,M00075,Type_18,Morning,139.8,2024-02-13 09:12:36
1175,25,M06982,Type_13,Afternoon,151.1,2024-02-13 09:14:13
1176,12,M05476,Type_02,Afternoon,140.9,2024-02-13 09:25:14
1177,16,M08233,Type_06,Night,103.3,2024-02-13 11:53:00
1178,15,M07185,Type_19,Morning,86.9,2024-02-13 12:28:11
1179,7,M05797,Type_07,Night,88.7,2024-02-13 12:43:23
1180,8,M07142,Type_21,Afternoon,80.0,2024-02-13 13:20:09
1181,7,M01623,Type_08,Night,107.9,2024-02-13 14:42:08
1182,11,M08042,Type_09,Morning,142.1,2024-02-13 17:40:57
1183,4,M00342,Type_03,Afternoon,107.2,2024-02-13 18:04:36
1184,18,M02075,Type_18,Night,116.0,2024-02-13 18:10:45
1185,19,M07993,Type_01,Morning,137.5,2024-02-13 19:41:45
1186,7,M00646,Type_16,Night,101.9,2024-02-13 20:20:26
1187,13,M04264,Type_19,Afternoon,150.7,2024-02-13 21:22:07
1188,9,M08802,Type_03,Morning,149.8,2024-02-13 23:39:04
1189,18,M06137,Type_03,Morning,107.4,2024-02-14 00:03:43
1190,7,M08647,Type_19,Afternoon,98.4,2024-02-14 00:20:00
1191,20,M09901,Type_04,Morning,123.9,2024-02-14 00:47:39
1192,16,M02970,Type_10,Afternoon,103.0,2024-02-14 02:13:21
1193,23,M03029,Type_09,Morning,86.9,2024-02-14 03:03:51
1194,5,M07644,Type_17,Afternoon,135.6,2024-02-14 04:32:15
1195,7,M02682,Type_23,Morning,134.3,2024-02-14 07:28:32
1196,6,M03630,Type_07,Night,113.1,2024-02-14 07:36:01
1197,2,M04226,Type_01,Night,84.7,2024-02-14 08:01:49
1198,7,M03068,Type_11,Night,85.4,2024-02-14 08:58:39
1199,21,M05942,Type_20,Afternoon,112.1,2024-02-14 09:32:48
1200,9,M01387,Type_07,Morning,100.0,2024-02-14 09:51:11
1201,13,M02867,Type_18,Night,103.2,2024-02-14 12:34:25
1202,17,M04789,Type_25,Morning,130.4,2024-02-14 14:06:31
1203,17,M05491,Type_21,Morning,124.7,2024-02-14 15:13:26
1204,15,M04125,Type_15,Morning,137.6,2024-02-14 16:27:41
1205,18,M08341,Type_19,Afternoon,90.2,2024-02-14 18:23:42
1206,24,M03851,Type_22,Night,103.1,2024-02-14 20:20:40
1207,15,M05416,Type_16,Afternoon,125.2,2024-02-14 21:50:21
1208,11,M07680,Type_23,Afternoon,119.0,2024-02-14 22:49:22
1209,25,M06820,Type_23,Morning,140.6,2024-02-14 22:57:51
1210,12,M09329,Type_06,Night,118.4,2024-02-14 23:30:18
1211,23,M08379,Type_14,Afternoon,147.0,2024-02-15 00:06:26
1212,17,M09443,Type_22,Afternoon,120.8,2024-02-15 00:21:08
1213,12,M01334,Type_01,Morning,131.2,2024-02-15 00:46:55
1214,7,M04151,Type_24,Night,103.5,2024-02-15 02:54:19
1215,24,M06767,Type_18,Afternoon,110.3,2024-02-15 03:10:17
1216,7,M02712,Type_03,Morning,128.2,2024-02-15 03:32:59
1217,21,M04854,Type_09,Morning,142.3,2024-02-15 04:22:13
1218,23,M06213,Type_08,Afternoon,124.6,2024-02-15 04:27:25
1219,10,M07480,Type_19,Afternoon,108.3,2024-02-15 05:05:58
1220,16,M05409,Type_12,Morning,137.5,2024-02-15 05:11:32
1221,11,M09978,Type_22,Night,80.0,2024-02-15 05:55:21
1222,16,M07716,Type_17,Morning,81.6,2024-02-15 07:29:48
1223,2,M08943,Type_09,Afternoon,123.6,2024-02-15 08:50:16
1224,25,M01763,Type_24,Night,110.3,2024-02-15 08:55:21
1225,2,M07102,Type_19,Afternoon,122.1,2024-02-15 09:22:55
1226,18,M07675,Type_15,Afternoon,111.3,2024-02-15 11:11:59
1227,5,M06123,Type_17,Morning,121.4,2024-02-15 12:00:16
1228,14,M00482,Type_18,Morning,93.7,2024-02-15 13:24:47
1229,8,M00154,Type_03,Night,121.4,2024-02-15 13:56:05
1230,6,M07618,Type_20,Afternoon,129.9,2024-02-15 14:52:30
1231,9,M01525,Type_09,Night,134.4,2024-02-15 15:48:06
1232,6,M02121,Type_10,Morning,150.3,2024-02-15 15:50:51
1233,21,M02344,Type_22,Morning,114.9,2024-02-15 17:18:30
1234,17,M05137,Type_12,Morning,115.5,2024-02-15 18:12:39
1235,8,M05761,Type_22,Afternoon,80.0,2024-02-15 18:48:33
1236,3,M01241,Type_11,Morning,99.4,2024-02-15 18:51:07
1237,12,M00061,Type_24,Night,106.1,2024-02-15 19:12:36
1238,13,M09131,Type_14,Afternoon,131.0,2024-02-15 21:07:37
1239,18,M01640,Type_06,Night,97.8,2024-02-15 21:43:35
1240,23,M06186,Type_05,Morning,125.9,2024-02-16 00:14:04
1241,11,M07971,Type_16,Night,110.0,2024-02-16 01:21:36
1242,2,M01253,Type_15,Night,106.5,2024-02-16 02:07:57
1243,14,M04204,Type_18,Night,115.0,2024-02-16 03:12:03
1244,1,M08364,Type_07,Night,102.2,2024-02-16 03:13:37
1245,15,M09651,Type_18,Night,101.4,2024-02-16 03:42:50
1246,18,M03550,Type_09,Afternoon,80.0,2024-02-16 03:54:34
1247,22,M04198,Type_10,Morning,105.0,2024-02-16 07:40:38
1248,18,M07010,Type_11,Morning,100.4,2024-02-16 07:42:09
1249,17,M06668,Type_06,Night,99.7,2024-02-16 07:48:24
1250,1,M02323,Type_10,Afternoon,118.3,2024-02-16 07:48:59
1251,14,M09829,Type_23,Night,123.2,2024-02-16 07:55:43
1252,20,M04091,Type_03,Afternoon,114.6,2024-02-16 08:02:54
1253,24,M06961,Type_03,Morning,129.9,2024-02-16 08:07:40
1254,22,M03005,Type_05,Morning,121.5,2024-02-16 08:49:31
1255,16,M05137,Type_12,Afternoon,104.1,2024-02-16 08:58:16
1256,4,M00330,Type_02,Afternoon,100.7,2024-02-16 09:00:12
1257,22,M03641,Type_08,Morning,116.3,2024-02-16 10:17:55
1258,6,M07983,Type_21,Afternoon,121.5,2024-02-16 11:52:56
1259,25,M04108,Type_03,Morning,138.0,2024-02-16 12:26:53
1260,16,M01342,Type_23,Afternoon,133.8,2024-02-16 12:49:07
1261,20,M08408,Type_07,Morning,99.2,2024-02-16 13:02:10
1262,6,M00339,Type_18,Night,108.0,2024-02-16 13:02:37
1263,15,M05896,Type_08,Morning,123.4,2024-02-16 13:04:50
1264,1,M02709,Type_15,Afternoon,131.4,2024-02-16 13:24:40
1265,7,M01751,Type_19,Morning,128.8,2024-02-16 14:37:38
1266,23,M05605,Type_08,Morning,108.7,2024-02-16 16:52:41
1267,11,M02422,Type_04,Morning,84.9,2024-02-16 17:38:08
1268,1,M07120,Type_24,Afternoon,90.0,2024-02-16 18:10:29
1269,8,M08902,Type_06,Afternoon,115.5,2024-02-16 18:42:15
1270,14,M05320,Type_05,Morning,116.8,2024-02-16 19:45:33
1271,5,M06610,Type_03,Afternoon,88.0,2024-02-16 20:12:12
1272,13,M05388,Type_09,Night,110.9,2024-02-16 20:51:14
1273,15,M03994,Type_25,Night,122.6,2024-02-16 23:19:22
1274,9,M08681,Type_19,Morning,87.0,2024-02-17 01:14:33
1275,8,M08045,Type_11,Afternoon,132.1,2024-02-17 03:45:36
1276,19,M08239,Type_01,Morning,102.4,2024-02-17 04:09:56
1277,17,M04874,Type_19,Morning,135.2,2024-02-17 04:15:53
1278,19,M04807,Type_14,Night,99.3,2024-02-17 04:33:36
1279,18,M08593,Type_11,Morning,89.5,2024-02-17 05:15:36
1280,18,M05914,Type_22,Afternoon,100.8,2024-02-17 06:26:43
1281,4,M07125,Type_24,Afternoon,108.1,2024-02-17 07:10:18
1282,2,M03158,Type_14,Afternoon,102.2,2024-02-17 07:17:20
1283,24,M00391,Type_16,Afternoon,105.7,2024-02-17 08:27:44
1284,5,M04431,Type_19,Morning,116.7,2024-02-17 10:05:29
1285,17,M08821,Type_14,Morning,106.6,2024-02-17 10:07:41
1286,22,M07687,Type_23,Afternoon,108.7,2024-02-17 10:31:23
1287,7,M04233,Type_07,Morning,80.0,2024-02-17 10:51:04
1288,16,M08008,Type_22,Morning,117.8,2024-02-17 11:32:25
1289,1,M01522,Type_01,Morning,108.2,2024-02-17 12:28:46
1290,12,M09019,Type_09,Morning,142.2,2024-02-17 12:32:13
1291,19,M01501,Type_05,Morning,91.2,2024-02-17 12:58:23
1292,9,M06738,Type_16,Morning,80.0,2024-02-17 13:49:43
1293,16,M03295,Type_13,Afternoon,122.4,2024-02-17 14:04:52
1294,7,M05086,Type_02,Afternoon,116.9,2024-02-17 14:58:50
