TestID,ProductionID,Product_Temp_C,Product_Pressure_PSI,ScreenTestScore,BatteryTestScore,CameraTestScore,PerformanceTestScore,TestDate,QualityStatus
2461,2461,31.4,15.7,83.6,73.4,75.4,59.8,2024-03-30 20:33:09,Defect
2462,2462,33.6,16.7,83.6,100.0,84.3,83.3,2024-03-30 20:00:24,Pass
2463,2463,37.9,16.6,88.8,85.4,75.3,73.1,2024-03-30 20:57:52,Pass
2464,2464,31.1,14.3,76.7,93.6,88.6,90.9,2024-03-30 20:22:35,Pass
2465,2465,25.0,14.0,84.2,72.7,85.3,81.2,2024-03-31 03:25:11,Pass
2466,2466,35.3,17.7,98.0,67.5,97.1,94.5,2024-03-31 02:32:53,Pass
2467,2467,35.1,15.3,93.0,82.6,83.0,79.4,2024-03-31 02:42:25,Pass
2468,2468,34.6,16.8,75.5,81.3,97.5,83.0,2024-03-31 05:41:44,Pass
2469,2469,33.8,15.5,89.8,91.7,80.0,79.9,2024-03-31 06:43:16,Pass
2470,2470,40.5,13.2,65.1,56.0,63.3,53.4,2024-03-31 07:36:22,Defect
2471,2471,34.0,18.1,88.6,86.9,85.8,80.8,2024-03-31 08:20:56,Pass
2472,2472,38.0,17.2,80.3,69.4,78.2,74.0,2024-03-31 09:55:22,Pass
2473,2473,36.6,16.8,71.3,81.3,75.0,80.6,2024-03-31 09:38:05,Pass
2474,2474,30.7,14.6,88.2,81.2,86.7,73.3,2024-03-31 11:00:45,Pass
2475,2475,39.6,17.1,74.8,62.4,65.9,59.4,2024-03-31 10:11:30,Defect
2476,2476,30.2,16.4,68.7,74.5,65.7,81.4,2024-03-31 12:36:45,Pass
2477,2477,27.6,14.9,48.9,71.4,82.0,86.1,2024-03-31 13:14:45,Defect
2478,2478,36.2,15.6,50.3,68.8,63.6,63.9,2024-03-31 13:17:59,Defect
2479,2479,37.2,15.9,80.4,81.8,75.2,68.1,2024-03-31 16:33:30,Pass
2480,2480,37.0,15.1,97.7,70.6,87.3,100.0,2024-03-31 19:36:08,Pass
2481,2481,32.5,16.5,79.8,59.0,71.3,53.3,2024-04-01 00:37:16,Defect
2482,2482,36.5,17.3,84.2,80.8,68.4,87.4,2024-04-01 00:33:05,Pass
2483,2483,27.4,15.3,90.1,68.1,78.1,82.2,2024-04-01 03:23:46,Pass
2484,2484,36.5,15.8,83.3,71.3,70.0,75.8,2024-04-01 02:32:42,Pass
2485,2485,35.0,15.8,70.5,83.3,88.1,82.9,2024-04-01 03:23:18,Pass
2486,2486,37.0,17.2,84.6,72.4,79.4,71.3,2024-04-01 04:14:49,Pass
2487,2487,36.9,16.3,75.4,76.6,91.8,76.7,2024-04-01 03:13:09,Pass
2488,2488,36.7,17.5,66.2,78.0,63.4,87.4,2024-04-01 04:25:57,Pass
2489,2489,31.5,15.0,70.0,84.0,73.8,61.9,2024-04-01 05:54:51,Pass
2490,2490,33.5,16.0,94.8,84.4,84.3,84.7,2024-04-01 08:16:22,Pass
2491,2491,28.9,16.9,80.3,68.6,82.2,77.1,2024-04-01 12:42:38,Pass
2492,2492,26.1,17.1,61.2,59.5,59.4,57.7,2024-04-01 12:54:21,Defect
2493,2493,39.1,15.4,54.8,49.5,45.5,67.5,2024-04-01 13:02:38,Defect
2494,2494,37.2,15.9,98.9,81.0,84.1,84.4,2024-04-01 15:26:02,Pass
2495,2495,32.0,14.8,66.2,83.5,81.1,70.9,2024-04-01 14:35:15,Pass
2496,2496,31.0,13.1,80.0,66.3,77.1,94.2,2024-04-01 14:39:20,Pass
2497,2497,34.4,15.5,93.1,80.2,74.3,81.4,2024-04-01 19:38:49,Pass
2498,2498,34.3,15.5,76.8,70.2,71.6,73.5,2024-04-01 19:39:51,Pass
2499,2499,39.1,15.4,86.2,79.4,78.8,67.4,2024-04-01 20:21:04,Pass
2500,2500,32.0,14.4,89.7,90.5,92.8,83.5,2024-04-01 21:18:20,Pass
2501,2501,31.6,16.8,72.1,80.8,80.7,78.7,2024-04-01 20:44:38,Pass
2502,2502,36.6,17.0,77.8,73.8,81.3,82.7,2024-04-01 22:43:39,Pass
2503,2503,32.6,15.9,67.1,92.4,75.0,74.3,2024-04-01 22:49:13,Pass
2504,2504,37.8,14.8,69.9,69.1,76.7,74.6,2024-04-01 23:07:42,Pass
2505,2505,34.3,15.1,74.2,86.3,81.9,93.7,2024-04-01 23:45:59,Pass
2506,2506,39.7,16.0,79.1,78.8,69.5,71.6,2024-04-02 01:35:13,Pass
2507,2507,39.1,17.3,47.8,53.4,55.1,66.6,2024-04-02 03:17:46,Defect
2508,2508,29.0,14.0,80.7,74.1,83.3,67.8,2024-04-02 05:12:25,Pass
2509,2509,36.4,15.2,71.6,77.3,72.3,66.1,2024-04-02 06:04:35,Pass
2510,2510,35.0,16.2,88.6,80.9,70.9,78.4,2024-04-02 06:04:16,Pass
2511,2511,34.5,17.1,84.6,80.2,73.3,74.6,2024-04-02 06:20:18,Pass
2512,2512,39.8,14.0,72.4,70.4,64.8,74.1,2024-04-02 08:04:04,Pass
2513,2513,33.9,14.9,88.5,96.5,74.1,92.9,2024-04-02 09:01:47,Defect
2514,2514,28.9,12.5,91.5,79.3,82.5,89.6,2024-04-02 09:46:11,Pass
2515,2515,33.2,18.0,84.4,73.9,86.3,98.3,2024-04-02 10:21:20,Pass
2516,2516,32.0,14.3,76.2,69.7,88.7,75.0,2024-04-02 10:35:50,Pass
2517,2517,34.6,16.7,76.0,81.2,79.2,70.5,2024-04-02 12:31:40,Pass
2518,2518,35.2,18.1,84.5,89.7,65.7,80.9,2024-04-02 13:40:57,Pass
2519,2519,33.1,18.1,75.9,71.0,74.8,71.0,2024-04-02 15:00:17,Pass
2520,2520,37.5,13.3,81.9,75.5,81.7,79.2,2024-04-02 17:45:09,Pass
2521,2521,42.1,17.5,76.6,82.3,85.2,70.7,2024-04-02 18:15:42,Pass
2522,2522,36.1,17.2,89.9,77.5,97.6,79.3,2024-04-02 19:39:22,Pass
2523,2523,38.2,17.4,69.2,72.1,75.4,72.4,2024-04-02 20:09:27,Pass
2524,2524,31.0,12.7,81.2,67.5,72.3,73.5,2024-04-02 19:38:32,Pass
2525,2525,37.5,15.1,68.4,73.9,73.9,77.9,2024-04-02 22:40:40,Pass
2526,2526,41.0,13.5,82.6,70.8,89.8,82.2,2024-04-03 00:12:37,Pass
2527,2527,39.9,15.3,64.6,85.9,79.6,86.9,2024-04-03 01:00:55,Pass
2528,2528,32.2,17.2,70.2,60.4,64.7,57.5,2024-04-03 01:16:34,Defect
2529,2529,41.1,18.9,69.2,94.6,90.6,78.7,2024-04-03 02:45:23,Pass
2530,2530,40.8,17.3,72.4,59.9,75.9,75.8,2024-04-03 04:34:08,Defect
2531,2531,32.3,16.6,83.2,79.4,75.7,76.1,2024-04-03 03:46:11,Pass
2532,2532,38.8,15.2,53.7,67.5,69.1,72.8,2024-04-03 04:11:26,Defect
2533,2533,33.0,15.2,86.2,72.9,77.2,89.9,2024-04-03 04:55:56,Pass
2534,2534,29.5,16.6,73.8,95.7,81.2,88.9,2024-04-03 05:01:56,Pass
2535,2535,34.4,15.8,84.5,91.1,85.9,70.9,2024-04-03 06:36:12,Pass
2536,2536,32.9,16.9,72.3,85.7,73.8,87.0,2024-04-03 08:02:05,Pass
2537,2537,33.0,15.8,83.8,80.7,83.3,79.4,2024-04-03 09:57:55,Pass
2538,2538,25.0,18.2,82.1,69.1,86.4,80.3,2024-04-03 11:03:11,Pass
2539,2539,38.2,17.5,66.1,56.7,68.7,57.0,2024-04-03 11:38:50,Defect
2540,2540,33.4,14.7,67.5,76.5,73.4,75.6,2024-04-03 11:44:42,Pass
2541,2541,37.7,17.1,91.6,69.5,83.7,78.8,2024-04-03 13:20:32,Pass
2542,2542,32.6,16.4,54.7,72.9,79.6,81.0,2024-04-03 13:22:04,Defect
2543,2543,41.8,14.9,92.0,81.2,76.0,73.2,2024-04-03 13:50:05,Pass
2544,2544,32.7,19.1,71.0,67.3,85.5,81.4,2024-04-03 14:44:41,Pass
2545,2545,35.9,16.5,100.0,89.3,83.6,91.2,2024-04-03 15:28:39,Pass
2546,2546,31.3,16.5,85.8,73.4,72.9,73.6,2024-04-03 16:08:42,Pass
2547,2547,36.2,17.2,65.6,65.3,58.7,62.6,2024-04-03 17:09:29,Defect
2548,2548,35.0,16.9,91.4,84.2,86.5,88.5,2024-04-03 16:33:17,Pass
2549,2549,32.4,17.5,73.4,80.3,87.1,93.2,2024-04-03 17:51:36,Pass
2550,2550,37.8,14.2,81.7,82.4,80.5,99.2,2024-04-03 18:00:44,Pass
2551,2551,33.2,18.1,80.0,85.9,78.1,89.4,2024-04-03 17:57:49,Pass
2552,2552,38.7,16.6,82.8,87.0,64.9,86.7,2024-04-03 18:34:37,Pass
2553,2553,30.4,16.4,66.7,71.3,63.3,69.1,2024-04-03 20:10:52,Defect
2554,2554,35.9,14.9,72.6,81.1,91.3,71.8,2024-04-03 22:47:08,Pass
2555,2555,44.5,14.6,76.2,63.6,63.9,81.8,2024-04-03 23:07:17,Pass
2556,2556,25.0,14.6,73.5,64.5,76.4,73.1,2024-04-04 00:06:31,Pass
2557,2557,38.3,15.3,79.8,67.8,81.8,82.2,2024-04-04 01:42:27,Pass
2558,2558,38.8,16.1,74.7,55.8,65.0,48.5,2024-04-04 02:10:07,Defect
2559,2559,33.3,14.0,91.0,81.3,88.0,98.0,2024-04-04 02:32:34,Pass
2560,2560,41.1,18.6,68.5,51.1,58.8,79.0,2024-04-04 02:50:16,Defect
2561,2561,35.4,16.8,87.2,69.0,69.1,62.9,2024-04-04 03:40:25,Pass
2562,2562,32.8,14.4,71.9,59.3,71.2,73.6,2024-04-04 03:10:58,Defect
2563,2563,31.4,17.5,80.9,88.7,61.8,86.9,2024-04-04 03:36:21,Pass
2564,2564,32.5,15.2,85.9,75.6,75.8,79.5,2024-04-04 06:42:50,Pass
2565,2565,33.7,14.8,82.7,96.4,85.3,66.0,2024-04-04 07:03:07,Pass
2566,2566,33.6,17.9,80.0,90.9,77.3,75.8,2024-04-04 06:36:47,Pass
2567,2567,31.0,15.0,98.6,83.1,95.1,80.6,2024-04-04 08:35:39,Pass
2568,2568,36.8,16.1,69.4,64.1,67.7,78.0,2024-04-04 09:12:30,Defect
2569,2569,33.6,17.4,76.6,75.0,71.4,68.9,2024-04-04 10:47:22,Pass
2570,2570,36.5,17.8,81.0,54.8,72.5,71.6,2024-04-04 10:14:11,Defect
2571,2571,43.2,16.4,100.0,92.3,80.5,92.7,2024-04-04 11:25:24,Pass
2572,2572,38.5,13.4,56.7,81.7,73.4,67.7,2024-04-04 11:15:17,Defect
2573,2573,34.3,14.4,66.7,69.7,91.1,72.7,2024-04-04 13:43:59,Pass
2574,2574,29.3,18.2,63.0,70.0,57.6,76.9,2024-04-04 14:00:03,Defect
2575,2575,35.9,17.3,66.1,71.9,72.2,80.3,2024-04-04 14:47:44,Pass
2576,2576,41.0,17.0,100.0,94.0,89.7,84.3,2024-04-04 15:01:39,Pass
2577,2577,30.0,14.9,92.1,95.2,80.1,76.7,2024-04-04 15:18:53,Pass
2578,2578,27.4,14.5,63.7,53.1,66.3,47.9,2024-04-04 15:35:25,Defect
2579,2579,38.2,13.9,74.0,70.8,73.4,81.8,2024-04-04 15:37:28,Pass
2580,2580,41.5,15.2,69.5,76.3,66.2,82.2,2024-04-04 16:47:08,Pass
2581,2581,41.0,16.6,70.2,83.3,73.6,93.7,2024-04-04 17:55:02,Pass
2582,2582,41.4,18.2,65.2,74.1,83.9,91.9,2024-04-04 17:38:12,Pass
2583,2583,28.5,15.8,73.7,80.3,83.0,93.8,2024-04-04 18:44:42,Pass
2584,2584,34.0,16.0,94.3,98.7,77.1,89.1,2024-04-04 18:25:46,Pass
2585,2585,37.0,17.4,75.5,63.0,75.4,72.5,2024-04-04 20:50:22,Pass
2586,2586,25.8,15.3,80.5,86.1,88.5,91.6,2024-04-04 22:47:55,Pass
2587,2587,34.6,15.8,94.8,72.3,90.6,78.2,2024-04-04 22:07:26,Pass
2588,2588,33.8,16.1,75.2,65.9,68.5,81.5,2024-04-04 23:19:48,Pass
2589,2589,33.0,15.2,93.9,96.6,84.0,82.9,2024-04-05 02:15:36,Pass
2590,2590,35.3,16.7,82.5,85.3,79.1,86.1,2024-04-05 02:36:13,Pass
2591,2591,32.6,16.2,91.9,93.3,67.5,74.0,2024-04-05 03:58:31,Pass
2592,2592,30.7,16.3,87.6,92.7,74.1,91.4,2024-04-05 04:55:15,Pass
2593,2593,36.7,14.5,68.8,87.0,77.9,71.2,2024-04-05 04:54:52,Pass
2594,2594,29.9,17.2,88.0,72.0,91.6,91.2,2024-04-05 05:14:08,Pass
2595,2595,33.8,18.5,68.4,80.9,78.1,92.8,2024-04-05 06:03:33,Pass
2596,2596,31.4,17.1,81.0,90.5,81.4,81.5,2024-04-05 07:11:30,Pass
2597,2597,36.2,14.9,81.8,96.1,89.8,88.4,2024-04-05 10:38:05,Pass
2598,2598,28.8,13.7,83.3,78.4,63.3,66.7,2024-04-05 10:08:16,Pass
2599,2599,35.9,15.8,69.1,71.3,76.5,59.3,2024-04-05 10:10:46,Defect
2600,2600,36.4,16.9,97.9,76.4,81.0,76.7,2024-04-05 12:02:17,Pass
2601,2601,37.7,15.0,58.9,35.2,64.4,66.0,2024-04-05 12:23:41,Defect
2602,2602,40.6,15.5,73.4,62.0,75.2,62.3,2024-04-05 12:38:15,Defect
2603,2603,39.1,17.7,75.2,84.7,79.4,77.3,2024-04-05 12:12:18,Pass
2604,2604,36.9,13.6,77.2,66.1,80.8,68.0,2024-04-05 12:55:14,Defect
2605,2605,27.1,16.5,98.0,87.6,89.9,85.2,2024-04-05 13:55:54,Pass
2606,2606,38.1,14.4,75.1,71.8,75.8,61.2,2024-04-05 14:59:32,Pass
2607,2607,39.4,17.3,91.0,79.2,80.4,83.5,2024-04-05 15:36:28,Pass
2608,2608,30.4,17.1,75.9,73.2,80.4,88.6,2024-04-05 14:55:12,Pass
2609,2609,40.1,15.9,78.8,81.7,86.9,69.0,2024-04-05 16:24:10,Pass
2610,2610,37.5,16.4,76.1,72.8,85.0,86.3,2024-04-05 17:47:02,Pass
2611,2611,31.2,14.6,74.0,76.9,70.2,76.7,2024-04-05 17:52:17,Pass
2612,2612,32.9,17.3,81.2,90.2,93.6,76.5,2024-04-05 17:27:04,Pass
2613,2613,31.1,16.6,77.6,67.9,79.1,84.3,2024-04-05 18:59:14,Pass
2614,2614,37.8,15.9,78.3,97.3,82.4,81.5,2024-04-05 20:04:56,Pass
2615,2615,32.4,14.8,88.9,72.3,83.2,72.3,2024-04-05 19:37:54,Pass
2616,2616,33.3,16.1,87.9,55.9,76.8,89.4,2024-04-05 20:28:55,Defect
2617,2617,32.9,15.4,77.8,74.5,81.7,76.0,2024-04-05 20:39:59,Pass
2618,2618,31.8,17.2,78.1,69.9,69.0,73.3,2024-04-05 20:21:50,Pass
2619,2619,35.5,18.5,63.0,69.5,84.8,83.1,2024-04-05 21:19:50,Pass
2620,2620,35.9,17.0,62.5,51.7,66.3,57.0,2024-04-05 20:49:25,Defect
2621,2621,39.0,15.5,73.3,70.9,67.7,57.5,2024-04-05 21:24:00,Defect
2622,2622,38.6,18.2,72.8,87.9,79.2,69.5,2024-04-05 22:05:36,Pass
2623,2623,40.0,15.4,61.2,70.2,67.4,69.8,2024-04-05 22:42:49,Defect
2624,2624,28.7,16.4,84.9,71.6,87.4,63.4,2024-04-05 22:01:11,Pass
2625,2625,30.1,15.4,76.2,92.9,87.5,62.1,2024-04-05 23:49:04,Pass
2626,2626,34.9,16.0,79.8,79.6,68.7,76.2,2024-04-06 01:06:52,Pass
2627,2627,34.9,13.4,82.7,59.6,63.2,61.2,2024-04-06 01:36:01,Defect
2628,2628,32.9,14.2,82.7,68.3,86.7,86.0,2024-04-06 01:38:39,Pass
2629,2629,42.7,15.9,70.8,56.0,59.5,62.2,2024-04-06 02:49:29,Defect
2630,2630,33.4,16.4,81.9,89.3,90.5,83.0,2024-04-06 02:08:14,Pass
2631,2631,38.4,15.8,65.0,71.8,61.6,69.0,2024-04-06 02:58:21,Defect
2632,2632,35.8,17.3,96.8,71.6,84.7,86.9,2024-04-06 03:41:28,Pass
2633,2633,32.1,12.8,78.3,76.7,71.0,77.6,2024-04-06 04:25:02,Pass
2634,2634,37.7,16.7,74.3,71.1,78.0,72.3,2024-04-06 06:06:16,Pass
2635,2635,33.5,18.0,79.9,87.5,87.7,83.5,2024-04-06 08:33:53,Pass
2636,2636,38.7,17.2,93.4,72.4,84.4,80.8,2024-04-06 10:20:58,Pass
2637,2637,40.7,17.0,60.9,66.7,69.8,54.4,2024-04-06 09:32:46,Defect
2638,2638,25.0,17.5,76.5,78.0,71.0,91.0,2024-04-06 10:45:26,Pass
2639,2639,27.3,14.2,77.4,65.2,87.5,89.7,2024-04-06 11:01:43,Pass
2640,2640,36.3,14.2,63.1,69.8,75.1,74.2,2024-04-06 11:15:02,Pass
2641,2641,37.1,15.5,83.4,57.9,82.8,87.1,2024-04-06 11:32:30,Defect
2642,2642,35.7,15.8,97.9,67.8,72.5,91.4,2024-04-06 12:21:18,Pass
2643,2643,36.7,16.3,68.8,59.2,59.4,72.7,2024-04-06 13:21:23,Defect
2644,2644,44.7,14.2,71.6,67.8,67.4,71.4,2024-04-06 14:15:54,Defect
2645,2645,32.2,15.6,75.3,80.9,92.3,68.1,2024-04-06 15:41:59,Pass
2646,2646,37.2,17.4,81.1,76.4,79.4,88.5,2024-04-06 16:57:03,Pass
2647,2647,36.0,15.5,78.2,79.9,66.6,84.7,2024-04-06 16:46:20,Pass
2648,2648,39.3,13.6,56.7,70.2,81.5,65.8,2024-04-06 18:18:26,Defect
2649,2649,38.4,13.6,97.0,86.9,90.3,88.8,2024-04-06 19:17:00,Pass
2650,2650,37.9,17.5,87.0,82.2,68.9,83.2,2024-04-06 18:07:51,Pass
2651,2651,39.9,18.2,83.0,66.5,66.7,84.0,2024-04-06 19:11:56,Pass
2652,2652,38.9,14.8,75.2,82.6,83.6,86.8,2024-04-06 19:36:53,Pass
2653,2653,35.4,17.3,96.7,85.6,82.9,100.0,2024-04-06 20:54:47,Pass
2654,2654,33.1,16.9,84.2,83.8,91.6,83.1,2024-04-06 20:05:41,Pass
2655,2655,37.2,13.9,76.4,83.4,82.4,72.6,2024-04-06 20:17:40,Pass
2656,2656,26.9,16.8,79.6,81.3,85.0,71.2,2024-04-06 20:41:12,Pass
2657,2657,33.2,17.0,73.4,74.5,78.7,72.2,2024-04-06 22:00:43,Pass
2658,2658,30.9,15.6,98.6,73.0,81.3,83.0,2024-04-06 21:11:24,Pass
2659,2659,38.5,15.4,69.5,75.7,86.0,68.5,2024-04-06 23:05:26,Pass
2660,2660,41.8,16.3,76.1,82.6,70.9,56.1,2024-04-06 23:00:49,Defect
2661,2661,37.2,14.8,89.2,90.5,85.8,82.3,2024-04-06 23:05:33,Pass
2662,2662,35.1,17.8,75.5,74.7,88.3,71.0,2024-04-06 23:56:53,Pass
2663,2663,32.1,16.0,86.0,74.5,76.4,91.4,2024-04-07 00:41:34,Pass
2664,2664,38.4,15.4,80.1,73.3,83.9,65.3,2024-04-07 03:10:15,Pass
2665,2665,41.5,15.8,68.1,41.7,64.3,52.5,2024-04-07 04:12:27,Defect
2666,2666,33.2,17.5,76.0,88.3,82.1,76.9,2024-04-07 07:54:37,Pass
2667,2667,36.5,15.8,70.6,81.7,78.8,74.8,2024-04-07 08:07:26,Pass
2668,2668,34.3,15.3,96.9,100.0,74.4,75.6,2024-04-07 09:06:24,Pass
2669,2669,36.2,13.6,83.8,79.2,83.4,78.7,2024-04-07 10:02:33,Pass
2670,2670,35.1,16.3,67.7,76.2,62.3,69.6,2024-04-07 09:51:22,Defect
2671,2671,33.2,15.6,90.5,81.0,79.5,66.2,2024-04-07 11:14:04,Pass
2672,2672,29.8,14.2,84.2,77.0,74.9,82.5,2024-04-07 12:00:08,Pass
2673,2673,34.8,16.7,85.8,81.1,76.7,83.3,2024-04-07 12:06:40,Pass
2674,2674,42.4,14.4,99.9,89.4,82.3,75.7,2024-04-07 12:15:43,Pass
2675,2675,35.3,15.0,76.1,72.1,72.0,83.3,2024-04-07 12:37:41,Pass
2676,2676,39.6,16.7,77.0,82.0,69.7,85.5,2024-04-07 13:39:07,Pass
2677,2677,37.9,16.7,76.6,90.3,93.8,72.8,2024-04-07 14:41:00,Pass
2678,2678,34.0,16.1,71.2,86.4,85.3,79.6,2024-04-07 14:44:19,Pass
2679,2679,35.3,15.6,71.7,87.2,91.0,65.2,2024-04-07 16:00:23,Pass
2680,2680,32.5,15.3,82.0,83.9,72.3,62.5,2024-04-07 16:39:24,Pass
2681,2681,37.8,14.7,81.4,88.5,85.3,81.7,2024-04-07 17:26:34,Pass
2682,2682,39.4,15.6,56.7,65.4,52.1,56.6,2024-04-07 18:48:20,Defect
2683,2683,38.5,17.6,85.8,59.9,85.0,81.1,2024-04-07 19:05:11,Defect
2684,2684,33.9,14.3,89.1,81.2,80.4,93.0,2024-04-07 22:58:16,Pass
2685,2685,27.0,12.1,85.5,80.5,76.0,73.1,2024-04-08 00:33:42,Defect
2686,2686,30.8,14.9,98.8,86.3,87.3,85.7,2024-04-08 01:13:12,Pass
2687,2687,39.8,18.3,86.0,84.2,79.0,82.1,2024-04-08 00:15:57,Pass
2688,2688,34.5,15.4,63.4,71.0,73.9,83.7,2024-04-08 01:28:43,Pass
2689,2689,39.7,16.0,96.9,68.8,85.7,77.2,2024-04-08 03:16:09,Pass
2690,2690,40.3,16.1,77.5,76.9,63.9,81.8,2024-04-08 03:25:08,Pass
2691,2691,38.4,15.0,73.1,54.5,62.6,70.3,2024-04-08 04:09:51,Defect
2692,2692,38.2,18.0,81.6,72.0,69.1,89.8,2024-04-08 05:19:07,Pass
2693,2693,25.0,15.6,81.4,73.4,85.5,85.3,2024-04-08 06:11:13,Pass
2694,2694,34.9,17.6,83.4,90.1,88.7,76.6,2024-04-08 05:32:35,Pass
2695,2695,35.3,16.1,78.2,81.6,67.6,75.3,2024-04-08 07:12:15,Pass
2696,2696,39.1,16.1,77.0,72.5,81.8,70.3,2024-04-08 07:57:20,Pass
2697,2697,36.0,14.5,85.8,69.5,75.9,74.5,2024-04-08 09:38:04,Pass
2698,2698,29.9,17.5,74.0,72.5,74.3,67.8,2024-04-08 10:48:11,Pass
2699,2699,29.4,15.7,59.2,85.6,79.5,69.1,2024-04-08 11:26:27,Defect
2700,2700,33.4,16.2,76.1,66.6,67.8,70.3,2024-04-08 10:50:22,Pass
2701,2701,46.9,18.5,82.5,54.9,72.3,67.6,2024-04-08 11:17:12,Defect
2702,2702,35.5,16.4,86.7,77.8,69.7,69.5,2024-04-08 12:12:57,Pass
2703,2703,36.2,16.3,84.0,67.8,66.7,81.4,2024-04-08 12:35:03,Pass
2704,2704,27.9,17.5,91.0,76.6,89.7,90.8,2024-04-08 14:07:33,Pass
2705,2705,39.6,17.0,91.0,62.7,73.6,72.2,2024-04-08 15:06:50,Pass
2706,2706,32.2,15.3,89.1,76.8,81.2,77.4,2024-04-08 18:07:12,Pass
2707,2707,41.5,15.1,73.9,82.0,83.1,82.6,2024-04-08 20:43:15,Pass
2708,2708,29.9,16.7,83.7,85.8,86.0,74.8,2024-04-08 20:06:29,Pass
2709,2709,35.8,15.2,77.0,65.6,73.4,71.6,2024-04-08 20:21:39,Pass
2710,2710,32.3,16.1,82.3,89.4,83.8,78.2,2024-04-08 20:46:27,Pass
2711,2711,37.3,14.1,78.3,81.3,77.2,76.3,2024-04-08 22:36:17,Pass
2712,2712,40.0,18.5,61.7,68.2,65.0,64.7,2024-04-08 22:15:07,Defect
2713,2713,33.9,15.1,67.5,65.6,73.8,68.3,2024-04-08 22:41:22,Defect
2714,2714,37.5,16.9,86.5,79.3,93.9,83.2,2024-04-09 00:09:58,Pass
2715,2715,40.9,16.9,78.1,57.9,60.9,76.8,2024-04-08 23:53:55,Defect
2716,2716,39.2,18.6,75.9,77.6,55.9,76.2,2024-04-08 23:13:32,Defect
2717,2717,33.1,16.5,80.7,82.6,81.4,96.1,2024-04-08 23:41:23,Pass
2718,2718,33.0,15.4,87.3,67.2,79.5,55.7,2024-04-09 01:41:01,Defect
2719,2719,35.4,15.9,80.3,94.9,89.0,76.0,2024-04-09 03:12:46,Pass
2720,2720,37.3,14.7,76.6,82.5,75.0,99.3,2024-04-09 03:52:36,Pass
2721,2721,36.3,18.0,67.4,68.7,81.1,73.4,2024-04-09 04:11:12,Pass
2722,2722,30.4,15.5,64.6,73.9,68.5,75.4,2024-04-09 03:38:03,Pass
2723,2723,35.4,18.6,71.2,58.1,70.1,74.9,2024-04-09 05:18:45,Defect
2724,2724,42.9,15.0,89.9,68.2,83.7,91.3,2024-04-09 04:51:37,Pass
2725,2725,40.1,19.9,75.6,67.1,77.6,79.6,2024-04-09 04:57:26,Pass
2726,2726,32.3,15.0,90.3,78.2,94.3,94.3,2024-04-09 05:09:21,Pass
2727,2727,30.2,14.9,83.7,77.1,64.2,65.6,2024-04-09 06:30:33,Pass
2728,2728,32.3,15.0,72.8,69.8,86.8,83.2,2024-04-09 06:38:47,Pass
2729,2729,35.9,15.0,82.7,70.7,77.1,75.2,2024-04-09 06:40:52,Pass
2730,2730,35.2,16.6,73.8,61.1,64.2,77.4,2024-04-09 08:20:45,Defect
2731,2731,32.3,14.8,64.9,62.0,75.0,62.5,2024-04-09 08:16:23,Defect
2732,2732,37.4,14.3,86.7,74.2,76.4,68.7,2024-04-09 09:50:50,Pass
2733,2733,25.1,14.6,82.0,73.4,93.2,68.2,2024-04-09 09:54:19,Pass
2734,2734,38.0,19.0,60.1,65.2,63.8,71.8,2024-04-09 09:56:04,Defect
2735,2735,38.3,14.3,82.2,59.7,79.1,88.6,2024-04-09 09:46:39,Defect
2736,2736,35.6,16.3,85.7,86.2,78.8,81.4,2024-04-09 11:07:19,Pass
2737,2737,36.6,14.6,79.8,79.1,83.8,96.2,2024-04-09 13:09:03,Pass
2738,2738,32.7,16.7,90.9,82.0,88.3,97.2,2024-04-09 14:15:32,Pass
2739,2739,34.4,16.2,87.9,73.9,79.7,78.0,2024-04-09 15:44:27,Pass
2740,2740,40.8,18.5,80.2,72.8,72.6,68.9,2024-04-09 14:50:44,Pass
2741,2741,34.7,15.3,69.6,72.1,75.4,80.5,2024-04-09 15:42:01,Pass
2742,2742,35.9,16.6,65.7,56.0,73.0,93.0,2024-04-09 14:54:40,Defect
2743,2743,38.2,17.6,65.9,73.3,66.0,78.7,2024-04-09 16:02:36,Pass
2744,2744,35.2,15.4,60.7,55.5,64.4,74.5,2024-04-09 17:11:14,Defect
2745,2745,33.4,16.3,74.7,75.4,76.9,71.6,2024-04-09 20:27:40,Pass
2746,2746,28.2,13.7,77.6,78.8,78.6,80.4,2024-04-09 21:08:26,Pass
2747,2747,40.2,16.7,79.1,86.1,69.3,84.3,2024-04-10 01:58:20,Pass
2748,2748,39.6,16.3,80.4,92.8,79.7,92.0,2024-04-10 04:10:48,Pass
2749,2749,34.9,14.9,67.9,53.3,80.1,63.1,2024-04-10 03:33:50,Defect
2750,2750,38.5,14.1,74.6,67.1,74.2,77.5,2024-04-10 03:59:41,Pass
2751,2751,36.3,15.6,87.9,82.7,84.2,86.5,2024-04-10 06:12:07,Pass
2752,2752,27.4,14.2,86.3,73.7,78.0,75.6,2024-04-10 05:48:37,Defect
2753,2753,30.4,16.1,89.8,69.6,87.6,90.7,2024-04-10 06:18:06,Pass
2754,2754,31.5,16.9,83.6,84.4,68.1,74.0,2024-04-10 06:53:10,Pass
2755,2755,31.7,13.4,76.2,75.3,53.9,76.3,2024-04-10 07:49:15,Defect
2756,2756,36.8,14.7,68.9,71.1,90.5,74.6,2024-04-10 08:15:11,Pass
