OrderID,CustomerID,UserID,OrderDate,PaymentMethod,TotalAmount,Status
522,23,7,2023-12-16,Credit Card,38970000,Completed
523,17,4,2023-12-22,Cash,780000,Completed
524,24,7,2023-12-09,Bank Transfer,9980000,Completed
525,8,4,2023-12-04,Credit Card,79980000,Completed
526,18,7,2023-12-19,MoMo,23990000,Completed
527,12,7,2023-12-09,ZaloPay,14980000,Completed
528,17,4,2023-12-10,Cash,55970000,Completed
529,22,8,2023-12-26,Credit Card,23990000,Completed
530,8,4,2023-12-02,Cash,22990000,Completed
531,8,8,2023-12-10,Cash,12990000,Completed
532,10,3,2023-12-12,Bank Transfer,51980000,Completed
533,6,7,2023-12-14,MoMo,7490000,Completed
534,4,4,2023-12-19,ZaloPay,40480000,Completed
535,23,8,2023-12-08,Cash,96940000,Completed
536,14,3,2023-12-12,Credit Card,780000,Completed
537,10,3,2023-12-07,MoMo,13990000,Completed
538,14,4,2023-12-12,Credit Card,8490000,Completed
539,6,8,2023-12-23,Credit Card,135940000,Completed
540,21,7,2023-12-08,Bank Transfer,69990000,Completed
541,26,4,2023-12-28,Credit Card,25970000,Completed
542,30,8,2023-12-20,MoMo,26480000,Completed
543,12,3,2023-12-14,Credit Card,4990000,Completed
544,11,4,2023-12-17,Bank Transfer,35480000,Completed
545,30,4,2023-12-26,Cash,38470000,Completed
546,7,8,2023-12-19,Credit Card,33480000,Completed
547,26,7,2023-12-01,Credit Card,18480000,Completed
548,11,3,2023-12-05,MoMo,32480000,Completed
549,10,3,2023-12-03,Bank Transfer,23990000,Completed
550,12,8,2023-12-23,Credit Card,20990000,Completed
551,9,8,2023-12-16,MoMo,490000,Completed
552,12,3,2023-12-09,Cash,155140000,Completed
553,23,4,2023-12-03,Cash,44980000,Completed
554,27,7,2023-12-13,MoMo,12990000,Completed
555,15,7,2023-12-22,Bank Transfer,2990000,Completed
556,29,4,2023-12-24,ZaloPay,81960000,Completed
557,1,4,2023-12-02,Bank Transfer,7490000,Completed
558,27,7,2023-12-09,Cash,390000,Completed
559,13,8,2023-12-01,Cash,13990000,Completed
560,11,4,2024-01-05,Credit Card,14470000,Completed
561,26,3,2024-01-25,Bank Transfer,45980000,Completed
562,9,7,2024-01-23,MoMo,4990000,Completed
563,27,3,2024-01-21,Credit Card,32990000,Completed
564,20,3,2024-01-20,Bank Transfer,18990000,Completed
565,26,7,2024-01-15,Cash,32970000,Completed
566,17,4,2024-01-12,Cash,23470000,Completed
567,17,4,2024-01-14,Bank Transfer,48980000,Completed
568,14,8,2024-01-05,Cash,41980000,Completed
569,7,7,2024-01-07,MoMo,7490000,Completed
570,24,3,2024-01-03,Cash,33980000,Completed
571,11,4,2024-01-04,Credit Card,13990000,Completed
572,11,3,2024-01-02,Credit Card,85960000,Completed
573,5,7,2024-01-02,Credit Card,28980000,Completed
574,15,7,2024-01-15,Cash,52460000,Completed
575,8,7,2024-01-21,Cash,8490000,Completed
576,17,4,2024-01-09,Cash,38970000,Completed
577,27,3,2024-01-13,Credit Card,16990000,Completed
578,2,7,2024-01-11,Credit Card,113940000,Completed
579,1,8,2024-01-05,Credit Card,13990000,Completed
580,16,4,2024-01-07,ZaloPay,67950000,Completed
581,16,7,2024-01-01,Cash,7490000,Completed
582,21,8,2024-01-23,Credit Card,32970000,Completed
583,13,7,2024-01-21,Cash,41980000,Completed
584,11,7,2024-01-12,Credit Card,68960000,Completed
585,25,8,2024-01-26,MoMo,2990000,Completed
586,26,4,2024-01-17,Cash,33980000,Completed
587,2,7,2024-01-22,Bank Transfer,10990000,Completed
588,8,7,2024-02-23,Bank Transfer,14980000,Completed
589,5,8,2024-02-05,Bank Transfer,51970000,Completed
590,24,3,2024-02-08,ZaloPay,14970000,Completed
591,17,7,2024-02-22,Cash,42970000,Completed
592,9,8,2024-02-04,ZaloPay,164970000,Completed
593,24,8,2024-02-27,Bank Transfer,390000,Completed
594,20,8,2024-02-19,Cash,24990000,Completed
595,22,3,2024-02-25,Credit Card,64980000,Completed
596,30,3,2024-02-12,Bank Transfer,81960000,Completed
597,11,7,2024-02-02,MoMo,234350000,Completed
598,2,3,2024-02-16,Cash,133440000,Completed
599,11,4,2024-02-02,Cash,40980000,Completed
600,9,4,2024-02-16,Credit Card,26960000,Completed
601,22,4,2024-02-22,Bank Transfer,22990000,Completed
602,5,4,2024-02-03,Credit Card,13990000,Completed
603,13,4,2024-02-20,Cash,28470000,Completed
604,2,4,2024-02-12,Cash,156950000,Completed
605,12,7,2024-02-03,ZaloPay,71970000,Completed
606,26,7,2024-02-02,ZaloPay,39990000,Completed
607,16,8,2024-02-02,Bank Transfer,61970000,Completed
608,7,4,2024-02-10,MoMo,45970000,Completed
609,19,7,2024-02-28,Bank Transfer,27990000,Completed
610,22,4,2024-02-12,Credit Card,80470000,Completed
611,12,4,2024-02-21,MoMo,23990000,Completed
612,20,7,2024-02-07,Bank Transfer,95940000,Completed
613,11,8,2024-02-01,Credit Card,7490000,Completed
614,21,8,2024-02-06,Bank Transfer,28990000,Completed
615,1,3,2024-02-25,MoMo,24990000,Completed
616,27,4,2024-02-18,Bank Transfer,65980000,Completed
617,21,4,2024-02-12,Cash,14980000,Completed
618,15,4,2024-03-17,Cash,136950000,Completed
619,14,8,2024-03-13,Cash,27990000,Completed
620,3,8,2024-03-20,Cash,4990000,Completed
621,25,3,2024-03-02,Credit Card,4990000,Completed
622,16,4,2024-03-24,Credit Card,21980000,Completed
623,8,8,2024-03-15,Cash,7490000,Completed
624,23,7,2024-03-23,Credit Card,10990000,Completed
625,2,7,2024-03-27,Bank Transfer,27990000,Completed
626,5,4,2024-03-27,Bank Transfer,23990000,Completed
627,24,8,2024-03-16,ZaloPay,40960000,Completed
628,21,3,2024-03-22,Credit Card,24990000,Completed
629,11,3,2024-03-22,Cash,15980000,Completed
630,4,7,2024-03-09,Bank Transfer,16980000,Completed
631,27,7,2024-03-15,Credit Card,36470000,Completed
632,10,3,2024-03-24,MoMo,3380000,Completed
633,9,7,2024-03-03,Credit Card,4990000,Completed
634,8,3,2024-03-16,Credit Card,46980000,Completed
635,5,4,2024-03-25,ZaloPay,41980000,Completed
636,14,8,2024-03-07,Bank Transfer,13990000,Completed
637,18,4,2024-03-25,Credit Card,122440000,Completed
638,6,8,2024-03-08,Cash,47960000,Completed
639,21,3,2024-03-16,Bank Transfer,177960000,Completed
640,3,7,2024-03-28,Credit Card,20990000,Completed
641,4,4,2024-03-19,Bank Transfer,16990000,Completed
642,12,7,2024-03-17,MoMo,24990000,Completed
643,24,8,2024-03-22,Cash,33970000,Completed
644,1,4,2024-03-07,Credit Card,63980000,Completed
645,27,4,2024-03-18,ZaloPay,9980000,Completed
646,24,4,2024-03-20,Cash,880000,Completed
647,4,8,2024-03-28,ZaloPay,15980000,Completed
648,27,3,2024-03-22,MoMo,26980000,Completed
649,29,4,2024-03-10,Bank Transfer,57980000,Completed
650,23,7,2024-03-26,Bank Transfer,69990000,Completed
651,5,7,2024-03-15,Credit Card,16980000,Completed
652,27,3,2024-03-21,Cash,16980000,Completed
653,1,3,2024-03-21,Credit Card,9980000,Completed
654,22,4,2024-04-16,Credit Card,32990000,Completed
655,18,3,2024-04-22,MoMo,47980000,Completed
656,11,7,2024-04-05,Credit Card,32990000,Completed
657,7,3,2024-04-04,ZaloPay,88980000,Completed
658,14,8,2024-04-18,ZaloPay,28980000,Completed
659,13,4,2024-04-20,Credit Card,47970000,Completed
660,19,3,2024-04-21,Bank Transfer,22470000,Completed
661,5,3,2024-04-08,Credit Card,14970000,Completed
662,25,7,2024-04-10,MoMo,71970000,Completed
663,12,4,2024-04-25,MoMo,27980000,Completed
664,11,8,2024-04-24,Cash,32980000,Completed
665,13,8,2024-04-27,Credit Card,1170000,Completed
666,26,3,2024-04-02,Credit Card,48970000,Completed
667,1,8,2024-04-23,Cash,16370000,Completed
668,27,7,2024-04-22,Credit Card,84970000,Completed
669,21,8,2024-04-20,ZaloPay,66940000,Completed
670,15,7,2024-04-27,Credit Card,7490000,Completed
671,10,3,2024-04-03,Credit Card,71970000,Completed
672,15,8,2024-04-05,Bank Transfer,169950000,Completed
673,11,7,2024-04-28,Credit Card,47960000,Completed
674,27,3,2024-04-14,Bank Transfer,43470000,Completed
675,16,3,2024-04-08,Bank Transfer,13990000,Completed
676,14,7,2024-04-11,Cash,45980000,Completed
677,24,7,2024-04-17,Credit Card,39990000,Completed
678,24,3,2024-04-28,Credit Card,201960000,Completed
679,25,3,2024-04-28,MoMo,8490000,Completed
680,27,3,2024-04-16,Credit Card,25980000,Completed
681,11,4,2024-04-17,Credit Card,8490000,Completed
682,2,3,2024-04-28,ZaloPay,40980000,Completed
683,10,4,2024-04-09,Credit Card,59960000,Completed
684,4,8,2024-04-27,ZaloPay,23990000,Completed
685,16,7,2024-04-16,Credit Card,9980000,Completed
686,15,3,2024-04-01,Credit Card,47980000,Completed
687,17,7,2024-04-03,Bank Transfer,54460000,Completed
688,11,8,2024-04-18,MoMo,60980000,Completed
689,27,3,2024-04-10,Cash,28990000,Completed
690,26,7,2024-04-11,Bank Transfer,45460000,Completed
691,9,3,2024-04-20,Credit Card,110340000,Completed
692,1,3,2024-04-04,Credit Card,76970000,Completed
693,29,8,2024-05-28,Cash,17980000,Completed
694,14,7,2024-05-05,MoMo,9980000,Completed
695,16,8,2024-05-28,Bank Transfer,37970000,Completed
696,25,4,2024-05-23,MoMo,56440000,Completed
697,8,3,2024-05-21,Bank Transfer,49860000,Completed
698,18,4,2024-05-16,Cash,14980000,Completed
699,2,8,2024-05-24,Cash,13990000,Completed
700,9,8,2024-05-26,Bank Transfer,46980000,Completed
701,15,7,2024-05-21,Cash,35470000,Completed
702,11,3,2024-05-10,Cash,47980000,Completed
703,25,7,2024-05-02,Cash,43980000,Completed
704,22,7,2024-05-10,ZaloPay,18990000,Completed
705,12,4,2024-05-11,MoMo,13470000,Completed
706,3,8,2024-05-18,Credit Card,23470000,Completed
707,14,7,2024-05-10,Cash,12480000,Completed
708,8,3,2024-05-19,Cash,490000,Completed
709,23,3,2024-05-10,Credit Card,32460000,Completed
710,12,3,2024-05-13,Credit Card,104970000,Completed
711,24,3,2024-05-07,MoMo,27990000,Completed
712,11,3,2024-05-08,Cash,48760000,Completed
713,24,8,2024-05-22,Bank Transfer,94960000,Completed
714,26,4,2024-05-13,ZaloPay,9980000,Completed
715,12,8,2024-05-11,Credit Card,66960000,Completed
716,16,3,2024-05-19,Credit Card,32990000,Completed
717,7,8,2024-05-18,ZaloPay,15470000,Completed
718,13,7,2024-05-04,Cash,490000,Completed
719,12,8,2024-05-03,Credit Card,23990000,Completed
720,22,7,2024-05-05,Bank Transfer,23980000,Completed
721,1,3,2024-05-17,Bank Transfer,7490000,Completed
722,11,7,2024-05-05,Bank Transfer,136950000,Completed
723,4,8,2024-05-07,Cash,32990000,Completed
724,8,3,2024-05-27,Credit Card,49980000,Completed
725,21,3,2024-05-13,Cash,92980000,Completed
726,28,3,2024-05-11,Bank Transfer,66250000,Completed
727,20,8,2024-05-08,Bank Transfer,57980000,Completed
728,29,8,2024-05-11,Credit Card,7490000,Completed
729,23,4,2024-06-18,Credit Card,43460000,Completed
730,21,7,2024-06-12,Credit Card,66950000,Completed
731,10,4,2024-06-07,Credit Card,47980000,Completed
732,22,8,2024-06-21,MoMo,102970000,Completed
733,11,4,2024-06-15,Credit Card,129940000,Completed
734,6,4,2024-06-01,MoMo,90970000,Completed
735,20,4,2024-06-17,Cash,44980000,Completed
736,3,4,2024-06-10,ZaloPay,31480000,Completed
737,8,7,2024-06-18,Credit Card,209970000,Completed
738,8,7,2024-06-08,ZaloPay,43470000,Completed
739,2,4,2024-06-13,Bank Transfer,27990000,Completed
740,27,7,2024-06-22,MoMo,41970000,Completed
741,2,3,2024-06-28,Cash,41970000,Completed
742,9,8,2024-06-16,Cash,58960000,Completed
743,30,3,2024-06-27,Bank Transfer,13990000,Completed
744,21,8,2024-06-14,Cash,39990000,Completed
745,15,8,2024-06-22,Bank Transfer,28990000,Completed
746,9,3,2024-06-01,MoMo,2990000,Completed
747,21,3,2024-06-25,ZaloPay,36480000,Completed
748,10,3,2024-06-26,Credit Card,390000,Completed
749,2,3,2024-06-16,Credit Card,23990000,Completed
750,17,7,2024-06-28,Credit Card,77970000,Completed
751,8,4,2024-06-09,Bank Transfer,65960000,Completed
752,12,4,2024-06-16,Cash,9980000,Completed
753,25,7,2024-06-11,Bank Transfer,47130000,Completed
754,28,8,2024-06-16,Cash,32970000,Completed
755,21,7,2024-06-07,Bank Transfer,33370000,Completed
756,1,3,2024-06-10,ZaloPay,39990000,Completed
757,22,3,2024-06-20,MoMo,23990000,Completed
758,14,7,2024-06-01,Cash,28980000,Completed
759,4,8,2024-06-25,ZaloPay,23990000,Completed
760,12,8,2024-06-04,Cash,23990000,Completed
761,6,7,2024-06-26,Credit Card,38980000,Completed
762,2,3,2024-06-26,Bank Transfer,37980000,Completed
763,7,7,2024-06-04,Credit Card,8490000,Completed
764,12,4,2024-06-11,MoMo,63980000,Completed
765,28,4,2024-06-27,Cash,2990000,Completed
766,25,8,2024-06-01,Credit Card,21980000,Completed
767,4,3,2024-06-18,Credit Card,23990000,Completed
768,13,4,2024-06-27,Cash,980000,Completed
769,1,7,2024-06-11,Cash,7490000,Completed
770,1,4,2024-06-20,ZaloPay,25460000,Completed
771,20,7,2024-06-16,MoMo,82960000,Completed
772,12,3,2024-06-23,ZaloPay,50950000,Completed
773,20,8,2024-07-02,Cash,36940000,Completed
774,3,4,2024-07-23,Bank Transfer,37960000,Completed
775,16,7,2024-07-28,Cash,23990000,Completed
776,18,7,2024-07-26,Credit Card,86970000,Completed
777,21,4,2024-07-06,Bank Transfer,41980000,Completed
778,3,3,2024-07-11,ZaloPay,27990000,Completed
779,23,8,2024-07-04,Cash,14980000,Completed
780,13,8,2024-07-12,ZaloPay,36470000,Completed
781,19,7,2024-07-26,MoMo,37980000,Completed
782,8,4,2024-07-27,ZaloPay,23990000,Completed
783,19,7,2024-07-02,Bank Transfer,79980000,Completed
784,26,8,2024-07-19,Cash,139980000,Completed
785,27,8,2024-07-18,Bank Transfer,160970000,Completed
786,8,7,2024-07-10,Cash,71960000,Completed
787,12,7,2024-07-12,ZaloPay,148940000,Completed
788,1,7,2024-07-15,ZaloPay,24970000,Completed
789,28,8,2024-07-13,Cash,23990000,Completed
790,21,8,2024-07-18,Bank Transfer,47980000,Completed
791,5,4,2024-07-09,MoMo,33980000,Completed
792,29,8,2024-07-26,MoMo,63460000,Completed
793,9,8,2024-07-17,Bank Transfer,4990000,Completed
794,26,4,2024-07-13,Cash,46980000,Completed
795,12,8,2024-07-06,Cash,118940000,Completed
796,1,7,2024-07-01,Bank Transfer,37980000,Completed
797,3,3,2024-07-18,Credit Card,49980000,Completed
798,2,8,2024-07-27,Bank Transfer,47980000,Completed
799,26,4,2024-07-28,Credit Card,39990000,Completed
800,28,4,2024-07-02,ZaloPay,41480000,Completed
801,12,7,2024-07-16,Credit Card,7490000,Completed
802,11,8,2024-07-26,Bank Transfer,70970000,Completed
803,26,4,2024-07-18,Cash,50450000,Completed
804,20,8,2024-07-18,Cash,65980000,Completed
805,28,8,2024-07-21,Credit Card,23990000,Completed
806,13,4,2024-07-08,Bank Transfer,55960000,Completed
807,8,7,2024-07-17,MoMo,86960000,Completed
808,13,4,2024-07-09,Credit Card,47980000,Completed
809,22,7,2024-07-04,Credit Card,29480000,Completed
810,22,8,2024-07-05,Cash,95950000,Completed
811,15,3,2024-08-11,Bank Transfer,69990000,Completed
812,27,3,2024-08-01,Credit Card,7490000,Completed
813,21,3,2024-08-22,Bank Transfer,40980000,Completed
814,20,8,2024-08-27,Cash,88970000,Completed
815,13,8,2024-08-28,Bank Transfer,90980000,Completed
816,5,7,2024-08-13,Credit Card,23970000,Completed
817,27,8,2024-08-18,Credit Card,33970000,Completed
818,24,4,2024-08-06,MoMo,23990000,Completed
819,5,4,2024-08-22,Credit Card,18990000,Completed
820,19,7,2024-08-25,Credit Card,97970000,Completed
821,26,4,2024-08-20,Cash,34470000,Completed
822,15,4,2024-08-15,Credit Card,64970000,Completed
823,12,7,2024-08-16,Bank Transfer,47980000,Completed
824,5,4,2024-08-18,Credit Card,12990000,Completed
825,23,8,2024-08-26,MoMo,63970000,Completed
826,12,4,2024-08-01,Credit Card,13990000,Completed
827,1,3,2024-08-04,Credit Card,160460000,Completed
828,16,4,2024-08-04,MoMo,31480000,Completed
829,23,3,2024-08-17,Bank Transfer,38960000,Completed
830,21,3,2024-08-17,Bank Transfer,39990000,Completed
831,19,8,2024-08-11,MoMo,69990000,Completed
832,23,8,2024-08-19,MoMo,9980000,Completed
833,4,3,2024-08-19,Credit Card,71970000,Completed
834,19,4,2024-08-11,MoMo,122950000,Completed
835,22,4,2024-08-06,Cash,80970000,Completed
836,12,3,2024-08-20,Credit Card,40970000,Completed
837,15,7,2024-08-24,Credit Card,47980000,Completed
838,4,4,2024-08-06,Bank Transfer,490000,Completed
839,19,8,2024-08-19,Bank Transfer,27480000,Completed
840,12,3,2024-08-14,Credit Card,83470000,Completed
841,23,8,2024-08-05,Credit Card,108960000,Completed
842,9,7,2024-08-13,Bank Transfer,86440000,Completed
843,17,8,2024-08-05,Credit Card,79980000,Completed
844,7,4,2024-08-25,Bank Transfer,93950000,Completed
845,4,4,2024-08-22,Cash,4990000,Completed
846,9,7,2024-08-22,ZaloPay,44470000,Completed
847,20,8,2024-08-20,Cash,27990000,Completed
848,16,3,2024-08-23,Credit Card,112940000,Completed
849,20,4,2024-08-04,Credit Card,32480000,Completed
850,30,7,2024-08-08,ZaloPay,120430000,Completed
851,16,8,2024-08-12,Bank Transfer,20990000,Completed
852,9,8,2024-08-19,Cash,46370000,Completed
853,4,3,2024-08-04,Bank Transfer,97980000,Completed
854,14,3,2024-08-11,Cash,14980000,Completed
855,3,4,2024-08-13,Credit Card,28370000,Completed
856,18,8,2024-08-13,Bank Transfer,111920000,Completed
857,3,8,2024-08-13,ZaloPay,39990000,Completed
858,10,8,2024-08-10,Credit Card,46980000,Completed
859,10,4,2024-08-04,Bank Transfer,69990000,Completed
860,12,3,2024-08-09,MoMo,65470000,Completed
861,8,3,2024-09-06,Cash,2990000,Completed
862,26,3,2024-09-04,MoMo,17380000,Completed
863,15,8,2024-09-08,Credit Card,490000,Completed
864,29,7,2024-09-16,MoMo,71970000,Completed
865,9,3,2024-09-01,MoMo,4990000,Completed
866,20,3,2024-09-20,Credit Card,23990000,Completed
867,7,7,2024-09-25,Cash,51460000,Completed
868,28,4,2024-09-08,Credit Card,96960000,Completed
869,14,8,2024-09-18,Cash,55960000,Completed
870,21,8,2024-09-25,Bank Transfer,39990000,Completed
871,1,3,2024-09-11,MoMo,24470000,Completed
872,29,7,2024-09-18,MoMo,12990000,Completed
873,26,4,2024-09-28,MoMo,22470000,Completed
874,8,8,2024-09-04,Bank Transfer,93960000,Completed
875,25,7,2024-09-27,Cash,22470000,Completed
876,9,3,2024-09-25,Bank Transfer,21480000,Completed
877,8,4,2024-09-03,Cash,5980000,Completed
878,25,4,2024-09-13,Bank Transfer,82970000,Completed
879,24,3,2024-09-21,Bank Transfer,64960000,Completed
880,8,7,2024-09-15,Credit Card,97960000,Completed
881,7,3,2024-09-12,Credit Card,222960000,Completed
882,8,4,2024-09-20,Bank Transfer,44960000,Completed
883,8,8,2024-09-20,Credit Card,88470000,Completed
884,1,8,2024-09-06,ZaloPay,18990000,Completed
885,7,3,2024-09-06,Bank Transfer,31480000,Completed
886,26,3,2024-09-09,MoMo,31970000,Completed
887,30,7,2024-09-24,Credit Card,65980000,Completed
888,30,4,2024-09-06,Credit Card,24960000,Completed
889,4,7,2024-09-16,Bank Transfer,2990000,Completed
890,24,8,2024-09-04,ZaloPay,34980000,Completed
891,30,7,2024-09-15,Credit Card,8490000,Completed
892,15,4,2024-09-04,Bank Transfer,122750000,Completed
893,16,8,2024-09-07,Bank Transfer,85960000,Completed
894,4,8,2024-09-28,ZaloPay,390000,Completed
895,22,7,2024-09-27,Credit Card,74970000,Completed
896,9,8,2024-09-11,ZaloPay,69990000,Completed
897,3,3,2024-09-22,MoMo,24990000,Completed
898,8,4,2024-09-21,MoMo,28990000,Completed
899,23,3,2024-09-05,MoMo,23990000,Completed
900,29,3,2024-09-26,Bank Transfer,91430000,Completed
901,20,4,2024-09-20,Credit Card,68960000,Completed
902,26,3,2024-09-12,MoMo,39990000,Completed
903,29,8,2024-09-04,Bank Transfer,5480000,Completed
904,19,7,2024-09-04,Credit Card,56980000,Completed
905,29,3,2024-09-06,Credit Card,13990000,Completed
906,2,4,2024-09-05,Credit Card,113960000,Completed
907,23,7,2024-09-02,Credit Card,4990000,Completed
908,28,4,2024-09-16,Cash,29970000,Completed
909,22,7,2024-09-11,Bank Transfer,10990000,Completed
910,8,7,2024-09-02,Cash,27990000,Completed
911,27,8,2024-09-01,Bank Transfer,7490000,Completed
