TransactionID,ProductID,Quantity,TransactionType,ReferenceID,TransactionDate
707,20,-2,OUT,332,2023-09-27
708,25,-1,OUT,332,2023-09-27
709,22,-2,OUT,333,2023-09-17
710,24,-3,OUT,334,2023-09-15
711,11,-2,OUT,335,2023-10-18
712,4,-1,OUT,336,2023-10-16
713,24,-1,OUT,337,2023-10-01
714,11,-1,OUT,338,2023-10-20
715,16,-1,OUT,339,2023-10-05
716,4,-2,OUT,339,2023-10-05
717,10,-2,OUT,340,2023-10-01
718,1,-2,OUT,340,2023-10-01
719,17,-1,OUT,340,2023-10-01
720,15,-2,OUT,340,2023-10-01
721,13,-1,OUT,341,2023-10-05
722,6,-1,OUT,341,2023-10-05
723,25,-1,OUT,341,2023-10-05
724,11,-1,OUT,342,2023-10-19
725,20,-2,OUT,343,2023-10-10
726,23,-1,OUT,344,2023-10-17
727,20,-1,OUT,344,2023-10-17
728,19,-1,OUT,344,2023-10-17
729,19,-1,OUT,345,2023-10-07
730,23,-1,OUT,345,2023-10-07
731,13,-1,OUT,345,2023-10-07
732,21,-1,OUT,346,2023-10-18
733,17,-1,OUT,347,2023-10-12
734,24,-1,OUT,348,2023-10-02
735,11,-2,OUT,349,2023-10-17
736,14,-2,OUT,349,2023-10-17
737,14,-2,OUT,350,2023-10-24
738,2,-1,OUT,351,2023-10-21
739,15,-1,OUT,351,2023-10-21
740,23,-1,OUT,352,2023-10-23
741,7,-1,OUT,353,2023-10-02
742,8,-1,OUT,354,2023-10-19
743,18,-1,OUT,354,2023-10-19
744,21,-2,OUT,354,2023-10-19
745,9,-2,OUT,355,2023-10-04
746,23,-1,OUT,356,2023-10-26
747,7,-1,OUT,357,2023-10-23
748,24,-2,OUT,358,2023-10-14
749,2,-2,OUT,359,2023-10-26
750,15,-1,OUT,359,2023-10-26
751,24,-1,OUT,359,2023-10-26
752,8,-1,OUT,360,2023-10-17
753,9,-2,OUT,361,2023-10-13
754,5,-2,OUT,361,2023-10-13
755,2,-3,OUT,361,2023-10-13
756,17,-1,OUT,362,2023-10-04
757,4,-2,OUT,363,2023-10-21
758,3,-1,OUT,363,2023-10-21
759,10,-1,OUT,364,2023-10-23
760,7,-1,OUT,365,2023-10-17
761,12,-1,OUT,366,2023-10-19
762,9,-1,OUT,367,2023-10-16
763,4,-1,OUT,367,2023-10-16
764,3,-1,OUT,368,2023-10-09
765,6,-1,OUT,369,2023-10-26
766,17,-1,OUT,370,2023-10-18
767,25,-1,OUT,371,2023-10-04
768,22,-1,OUT,371,2023-10-04
769,14,-2,OUT,372,2023-10-17
770,6,-1,OUT,372,2023-10-17
771,16,-1,OUT,372,2023-10-17
772,24,-1,OUT,372,2023-10-17
773,22,-2,OUT,373,2023-10-20
774,23,-2,OUT,374,2023-10-28
775,20,-1,OUT,374,2023-10-28
776,18,-2,OUT,374,2023-10-28
777,6,-2,OUT,375,2023-10-12
778,2,-1,OUT,375,2023-10-12
779,17,-2,OUT,376,2023-10-24
780,9,-2,OUT,376,2023-10-24
781,3,-1,OUT,377,2023-10-24
782,20,-1,OUT,377,2023-10-24
783,1,-1,OUT,377,2023-10-24
784,7,-1,OUT,377,2023-10-24
785,4,-1,OUT,378,2023-10-23
786,12,-1,OUT,379,2023-10-07
787,19,-2,OUT,379,2023-10-07
788,16,-1,OUT,380,2023-10-25
789,23,-1,OUT,380,2023-10-25
790,8,-1,OUT,380,2023-10-25
791,14,-1,OUT,381,2023-10-27
792,6,-1,OUT,382,2023-10-12
793,1,-3,OUT,383,2023-10-19
794,17,-1,OUT,383,2023-10-19
795,14,-2,OUT,383,2023-10-19
796,12,-1,OUT,383,2023-10-19
797,6,-1,OUT,384,2023-10-03
798,24,-2,OUT,384,2023-10-03
799,15,-1,OUT,385,2023-10-16
800,17,-1,OUT,385,2023-10-16
801,7,-2,OUT,386,2023-10-15
802,21,-1,OUT,386,2023-10-15
803,13,-1,OUT,387,2023-10-15
804,22,-1,OUT,387,2023-10-15
805,13,-1,OUT,388,2023-10-15
806,25,-1,OUT,389,2023-10-07
807,4,-1,OUT,390,2023-10-18
808,17,-2,OUT,390,2023-10-18
809,25,-1,OUT,390,2023-10-18
810,9,-1,OUT,391,2023-11-22
811,6,-1,OUT,392,2023-11-27
812,20,-3,OUT,392,2023-11-27
813,3,-1,OUT,393,2023-11-14
814,22,-1,OUT,394,2023-11-13
815,25,-3,OUT,394,2023-11-13
816,1,-1,OUT,395,2023-11-08
817,13,-2,OUT,396,2023-11-12
818,11,-1,OUT,397,2023-11-11
819,15,-1,OUT,398,2023-11-11
820,21,-1,OUT,399,2023-11-28
821,5,-1,OUT,400,2023-11-25
822,22,-2,OUT,400,2023-11-25
823,19,-1,OUT,401,2023-11-24
824,3,-1,OUT,402,2023-11-08
825,12,-1,OUT,403,2023-11-16
826,1,-2,OUT,403,2023-11-16
827,19,-1,OUT,404,2023-11-16
828,6,-2,OUT,404,2023-11-16
829,17,-1,OUT,405,2023-11-22
830,5,-2,OUT,406,2023-11-18
831,22,-1,OUT,407,2023-11-23
832,8,-1,OUT,408,2023-11-23
833,24,-1,OUT,408,2023-11-23
834,14,-2,OUT,409,2023-11-19
835,12,-1,OUT,410,2023-11-12
836,8,-1,OUT,411,2023-11-01
837,2,-1,OUT,412,2023-11-02
838,22,-1,OUT,413,2023-11-03
839,19,-1,OUT,414,2023-11-03
840,8,-1,OUT,414,2023-11-03
841,7,-1,OUT,415,2023-11-16
842,21,-1,OUT,415,2023-11-16
843,6,-1,OUT,415,2023-11-16
844,7,-1,OUT,416,2023-11-18
845,5,-2,OUT,417,2023-11-02
846,2,-1,OUT,417,2023-11-02
847,9,-1,OUT,418,2023-11-21
848,18,-1,OUT,419,2023-11-25
849,19,-1,OUT,419,2023-11-25
850,7,-3,OUT,420,2023-11-03
851,22,-2,OUT,421,2023-11-13
852,20,-1,OUT,421,2023-11-13
853,13,-1,OUT,422,2023-11-02
854,24,-2,OUT,422,2023-11-02
855,18,-1,OUT,422,2023-11-02
856,5,-1,OUT,423,2023-11-12
857,15,-1,OUT,424,2023-11-24
858,6,-1,OUT,424,2023-11-24
859,18,-1,OUT,424,2023-11-24
860,13,-2,OUT,425,2023-11-19
861,18,-1,OUT,425,2023-11-19
862,12,-1,OUT,425,2023-11-19
863,24,-1,OUT,426,2023-11-05
864,1,-1,OUT,427,2023-11-28
865,6,-1,OUT,427,2023-11-28
866,5,-2,OUT,427,2023-11-28
867,8,-1,OUT,428,2023-11-21
868,23,-1,OUT,428,2023-11-21
869,12,-2,OUT,429,2023-11-17
870,18,-3,OUT,429,2023-11-17
871,18,-1,OUT,430,2023-11-10
872,22,-2,OUT,430,2023-11-10
873,10,-1,OUT,430,2023-11-10
874,15,-2,OUT,431,2023-11-06
875,2,-1,OUT,432,2023-11-06
876,2,-1,OUT,433,2023-11-05
877,21,-1,OUT,434,2023-11-04
878,20,-1,OUT,434,2023-11-04
879,10,-3,OUT,435,2023-11-15
880,6,-1,OUT,435,2023-11-15
881,9,-1,OUT,436,2023-11-20
882,21,-1,OUT,436,2023-11-20
883,24,-1,OUT,436,2023-11-20
884,12,-2,OUT,437,2023-11-09
885,2,-1,OUT,438,2023-11-04
886,12,-1,OUT,439,2023-11-02
887,14,-3,OUT,439,2023-11-02
888,6,-2,OUT,439,2023-11-02
889,3,-2,OUT,440,2023-11-22
890,15,-1,OUT,441,2023-11-02
891,17,-2,OUT,442,2023-11-28
892,15,-1,OUT,443,2023-11-28
893,10,-1,OUT,444,2023-11-07
894,18,-1,OUT,444,2023-11-07
895,13,-1,OUT,445,2023-11-16
896,8,-2,OUT,445,2023-11-16
897,19,-1,OUT,446,2023-11-13
898,10,-1,OUT,446,2023-11-13
899,13,-1,OUT,446,2023-11-13
900,15,-1,OUT,447,2023-11-04
901,3,-1,OUT,447,2023-11-04
902,13,-3,OUT,448,2023-11-25
903,3,-1,OUT,449,2023-11-03
904,7,-2,OUT,449,2023-11-03
905,14,-1,OUT,450,2023-11-01
906,6,-1,OUT,451,2023-11-18
907,12,-1,OUT,452,2023-11-21
908,6,-1,OUT,452,2023-11-21
909,9,-1,OUT,452,2023-11-21
910,6,-1,OUT,453,2023-11-17
911,16,-1,OUT,454,2023-11-09
912,23,-1,OUT,455,2023-11-24
913,24,-3,OUT,455,2023-11-24
914,25,-2,OUT,455,2023-11-24
915,14,-1,OUT,456,2023-11-18
916,9,-1,OUT,457,2023-11-21
917,19,-2,OUT,458,2023-11-22
918,23,-1,OUT,458,2023-11-22
919,13,-1,OUT,459,2023-11-15
920,13,-1,OUT,460,2023-11-07
921,9,-1,OUT,461,2023-11-22
922,7,-1,OUT,461,2023-11-22
923,2,-3,OUT,462,2023-11-14
924,20,-1,OUT,463,2023-11-08
925,21,-1,OUT,464,2023-11-28
926,18,-2,OUT,464,2023-11-28
927,14,-3,OUT,464,2023-11-28
928,24,-2,OUT,465,2023-11-15
929,9,-1,OUT,465,2023-11-15
930,16,-1,OUT,466,2023-11-07
931,1,-3,OUT,466,2023-11-07
932,12,-2,OUT,466,2023-11-07
933,23,-2,OUT,467,2023-11-10
934,4,-1,OUT,467,2023-11-10
935,10,-2,OUT,468,2023-11-18
936,14,-1,OUT,469,2023-11-06
937,7,-1,OUT,469,2023-11-06
938,6,-2,OUT,470,2023-12-11
939,5,-1,OUT,471,2023-12-21
940,8,-3,OUT,472,2023-12-01
941,21,-1,OUT,473,2023-12-11
942,15,-1,OUT,474,2023-12-18
943,6,-1,OUT,474,2023-12-18
944,14,-1,OUT,475,2023-12-23
945,18,-1,OUT,475,2023-12-23
946,11,-2,OUT,475,2023-12-23
947,10,-1,OUT,476,2023-12-23
948,24,-3,OUT,476,2023-12-23
949,24,-1,OUT,477,2023-12-11
950,19,-1,OUT,478,2023-12-11
951,15,-2,OUT,479,2023-12-24
952,22,-2,OUT,479,2023-12-24
953,6,-1,OUT,480,2023-12-23
954,5,-2,OUT,480,2023-12-23
955,20,-1,OUT,480,2023-12-23
956,17,-2,OUT,481,2023-12-02
957,10,-2,OUT,481,2023-12-02
958,23,-1,OUT,482,2023-12-28
959,15,-1,OUT,482,2023-12-28
960,8,-1,OUT,483,2023-12-23
961,24,-2,OUT,483,2023-12-23
962,3,-1,OUT,484,2023-12-15
963,11,-1,OUT,484,2023-12-15
964,3,-1,OUT,485,2023-12-26
965,6,-1,OUT,485,2023-12-26
966,10,-1,OUT,485,2023-12-26
967,17,-1,OUT,486,2023-12-23
968,22,-2,OUT,487,2023-12-04
969,23,-1,OUT,488,2023-12-27
970,12,-1,OUT,488,2023-12-27
971,3,-2,OUT,489,2023-12-28
972,9,-1,OUT,490,2023-12-01
973,25,-2,OUT,491,2023-12-11
974,12,-2,OUT,492,2023-12-14
975,18,-1,OUT,492,2023-12-14
976,13,-3,OUT,492,2023-12-14
977,12,-1,OUT,493,2023-12-07
978,11,-1,OUT,494,2023-12-07
979,9,-1,OUT,495,2023-12-26
980,7,-1,OUT,496,2023-12-09
981,7,-1,OUT,497,2023-12-28
982,25,-1,OUT,497,2023-12-28
983,14,-2,OUT,497,2023-12-28
984,4,-1,OUT,497,2023-12-28
985,15,-1,OUT,498,2023-12-10
986,18,-1,OUT,498,2023-12-10
987,8,-1,OUT,499,2023-12-16
988,9,-2,OUT,500,2023-12-11
989,19,-2,OUT,500,2023-12-11
990,13,-3,OUT,500,2023-12-11
991,17,-1,OUT,501,2023-12-07
992,19,-1,OUT,502,2023-12-06
993,15,-1,OUT,503,2023-12-03
994,19,-2,OUT,504,2023-12-11
995,24,-2,OUT,505,2023-12-18
996,25,-2,OUT,505,2023-12-18
997,19,-2,OUT,505,2023-12-18
998,7,-1,OUT,506,2023-12-21
999,22,-1,OUT,506,2023-12-21
1000,24,-1,OUT,507,2023-12-04
1001,7,-1,OUT,508,2023-12-22
1002,14,-1,OUT,508,2023-12-22
1003,8,-2,OUT,509,2023-12-19
1004,7,-1,OUT,509,2023-12-19
1005,11,-1,OUT,510,2023-12-23
1006,15,-1,OUT,510,2023-12-23
1007,20,-1,OUT,511,2023-12-17
1008,3,-1,OUT,512,2023-12-11
1009,12,-1,OUT,513,2023-12-12
1010,8,-1,OUT,513,2023-12-12
1011,21,-2,OUT,514,2023-12-02
1012,18,-2,OUT,515,2023-12-04
1013,10,-1,OUT,515,2023-12-04
1014,6,-1,OUT,516,2023-12-11
1015,1,-2,OUT,516,2023-12-11
1016,20,-2,OUT,517,2023-12-20
1017,23,-1,OUT,518,2023-12-10
1018,4,-2,OUT,518,2023-12-10
1019,25,-1,OUT,518,2023-12-10
1020,19,-1,OUT,519,2023-12-12
1021,18,-1,OUT,519,2023-12-12
1022,15,-2,OUT,520,2023-12-27
1023,25,-2,OUT,521,2023-12-11
1024,21,-2,OUT,522,2023-12-16
1025,7,-1,OUT,522,2023-12-16
1026,24,-2,OUT,523,2023-12-22
1027,16,-2,OUT,524,2023-12-09
1028,6,-2,OUT,525,2023-12-04
1029,7,-1,OUT,526,2023-12-19
1030,21,-2,OUT,527,2023-12-09
1031,16,-1,OUT,528,2023-12-10
1032,6,-1,OUT,528,2023-12-10
1033,4,-1,OUT,528,2023-12-10
1034,12,-1,OUT,529,2023-12-26
1035,2,-1,OUT,530,2023-12-02
1036,23,-1,OUT,531,2023-12-10
1037,11,-1,OUT,532,2023-12-12
1038,3,-1,OUT,532,2023-12-12
1039,21,-1,OUT,533,2023-12-14
1040,11,-1,OUT,534,2023-12-19
1041,13,-1,OUT,534,2023-12-19
1042,15,-1,OUT,535,2023-12-08
1043,21,-2,OUT,535,2023-12-08
1044,4,-1,OUT,535,2023-12-08
1045,11,-2,OUT,535,2023-12-08
1046,24,-2,OUT,536,2023-12-12
1047,14,-1,OUT,537,2023-12-07
1048,5,-1,OUT,538,2023-12-12
1049,17,-1,OUT,539,2023-12-23
1050,15,-1,OUT,539,2023-12-23
1051,6,-2,OUT,539,2023-12-23
1052,12,-2,OUT,539,2023-12-23
1053,19,-1,OUT,540,2023-12-08
1054,4,-1,OUT,541,2023-12-28
1055,21,-2,OUT,541,2023-12-28
1056,3,-1,OUT,542,2023-12-20
1057,10,-1,OUT,542,2023-12-20
1058,16,-1,OUT,543,2023-12-14
1059,1,-1,OUT,544,2023-12-17
1060,21,-1,OUT,544,2023-12-17
1061,23,-1,OUT,545,2023-12-26
1062,25,-1,OUT,545,2023-12-26
1063,22,-1,OUT,545,2023-12-26
1064,25,-1,OUT,546,2023-12-19
1065,11,-1,OUT,546,2023-12-19
1066,21,-1,OUT,547,2023-12-01
1067,4,-1,OUT,547,2023-12-01
1068,22,-1,OUT,548,2023-12-05
1069,21,-1,OUT,548,2023-12-05
1070,18,-1,OUT,549,2023-12-03
1071,9,-1,OUT,550,2023-12-23
1072,25,-1,OUT,551,2023-12-16
1073,19,-2,OUT,552,2023-12-09
1074,14,-1,OUT,552,2023-12-09
1075,24,-3,OUT,552,2023-12-09
1076,6,-1,OUT,553,2023-12-03
1077,16,-1,OUT,553,2023-12-03
1078,23,-1,OUT,554,2023-12-13
1079,17,-1,OUT,555,2023-12-22
1080,9,-1,OUT,556,2023-12-24
1081,22,-2,OUT,556,2023-12-24
1082,4,-1,OUT,556,2023-12-24
1083,13,-1,OUT,557,2023-12-02
1084,24,-1,OUT,558,2023-12-09
1085,14,-1,OUT,559,2023-12-01
1086,4,-1,OUT,560,2024-01-05
1087,17,-1,OUT,560,2024-01-05
1088,25,-1,OUT,560,2024-01-05
1089,2,-2,OUT,561,2024-01-25
1090,16,-1,OUT,562,2024-01-23
1091,11,-1,OUT,563,2024-01-21
1092,3,-1,OUT,564,2024-01-20
1093,15,-2,OUT,565,2024-01-15
1094,2,-1,OUT,565,2024-01-15
1095,5,-1,OUT,566,2024-01-12
1096,21,-2,OUT,566,2024-01-12
1097,22,-1,OUT,567,2024-01-14
1098,12,-1,OUT,567,2024-01-14
1099,9,-2,OUT,568,2024-01-05
1100,13,-1,OUT,569,2024-01-07
1101,9,-1,OUT,570,2024-01-03
1102,23,-1,OUT,570,2024-01-03
1103,14,-1,OUT,571,2024-01-04
1104,8,-1,OUT,572,2024-01-02
1105,20,-2,OUT,572,2024-01-02
1106,2,-1,OUT,572,2024-01-02
1107,12,-1,OUT,573,2024-01-02
1108,15,-1,OUT,573,2024-01-02
1109,17,-1,OUT,574,2024-01-15
1110,10,-1,OUT,574,2024-01-15
1111,23,-1,OUT,574,2024-01-15
1112,8,-1,OUT,574,2024-01-15
1113,5,-1,OUT,575,2024-01-21
1114,12,-1,OUT,576,2024-01-09
1115,21,-2,OUT,576,2024-01-09
1116,20,-1,OUT,577,2024-01-13
1117,20,-2,OUT,578,2024-01-11
1118,3,-2,OUT,578,2024-01-11
1119,14,-1,OUT,578,2024-01-11
1120,1,-1,OUT,578,2024-01-11
1121,14,-1,OUT,579,2024-01-05
1122,17,-2,OUT,580,2024-01-07
1123,18,-1,OUT,580,2024-01-07
1124,3,-2,OUT,580,2024-01-07
1125,10,-1,OUT,581,2024-01-01
1126,7,-1,OUT,582,2024-01-23
1127,5,-1,OUT,582,2024-01-23
1128,25,-1,OUT,582,2024-01-23
1129,8,-1,OUT,583,2024-01-21
1130,23,-1,OUT,583,2024-01-21
1131,6,-1,OUT,584,2024-01-12
1132,21,-1,OUT,584,2024-01-12
1133,14,-1,OUT,584,2024-01-12
1134,10,-1,OUT,584,2024-01-12
1135,17,-1,OUT,585,2024-01-26
1136,15,-1,OUT,586,2024-01-17
1137,8,-1,OUT,586,2024-01-17
1138,4,-1,OUT,587,2024-01-22
1139,21,-2,OUT,588,2024-02-23
1140,7,-1,OUT,589,2024-02-05
1141,14,-2,OUT,589,2024-02-05
1142,15,-3,OUT,590,2024-02-08
1143,1,-1,OUT,591,2024-02-22
1144,10,-2,OUT,591,2024-02-22
1145,19,-2,OUT,592,2024-02-04
1146,22,-1,OUT,592,2024-02-04
1147,24,-1,OUT,593,2024-02-27
1148,22,-1,OUT,594,2024-02-19
1149,6,-1,OUT,595,2024-02-25
1150,22,-1,OUT,595,2024-02-25
1151,20,-2,OUT,596,2024-02-12
1152,18,-2,OUT,596,2024-02-12
1153,18,-1,OUT,597,2024-02-02
1154,24,-1,OUT,597,2024-02-02
1155,19,-3,OUT,597,2024-02-02
1156,7,-2,OUT,598,2024-02-16
1157,10,-2,OUT,598,2024-02-16
1158,19,-1,OUT,598,2024-02-16
1159,25,-1,OUT,598,2024-02-16
1160,20,-1,OUT,599,2024-02-02
1161,18,-1,OUT,599,2024-02-02
1162,16,-2,OUT,600,2024-02-16
1163,5,-2,OUT,600,2024-02-16
1164,2,-1,OUT,601,2024-02-22
1165,14,-1,OUT,602,2024-02-03
1166,15,-1,OUT,603,2024-02-20
1167,25,-1,OUT,603,2024-02-20
1168,2,-1,OUT,603,2024-02-20
1169,11,-3,OUT,604,2024-02-12
1170,8,-2,OUT,604,2024-02-12
1171,12,-3,OUT,605,2024-02-03
1172,6,-1,OUT,606,2024-02-02
1173,9,-1,OUT,607,2024-02-02
1174,1,-1,OUT,607,2024-02-02
1175,23,-1,OUT,607,2024-02-02
1176,4,-1,OUT,608,2024-02-10
1177,9,-1,OUT,608,2024-02-10
1178,14,-1,OUT,608,2024-02-10
1179,1,-1,OUT,609,2024-02-28
1180,25,-1,OUT,610,2024-02-12
1181,6,-2,OUT,610,2024-02-12
1182,18,-1,OUT,611,2024-02-21
1183,16,-2,OUT,612,2024-02-07
1184,14,-1,OUT,612,2024-02-07
1185,12,-3,OUT,612,2024-02-07
1186,21,-1,OUT,613,2024-02-01
1187,8,-1,OUT,614,2024-02-06
1188,22,-1,OUT,615,2024-02-25
1189,11,-2,OUT,616,2024-02-18
1190,10,-2,OUT,617,2024-02-12
1191,23,-3,OUT,618,2024-03-17
1192,1,-1,OUT,618,2024-03-17
1193,19,-1,OUT,618,2024-03-17
1194,1,-1,OUT,619,2024-03-13
1195,16,-1,OUT,620,2024-03-20
1196,15,-1,OUT,621,2024-03-02
1197,17,-1,OUT,622,2024-03-24
1198,3,-1,OUT,622,2024-03-24
1199,13,-1,OUT,623,2024-03-15
1200,4,-1,OUT,624,2024-03-23
1201,1,-1,OUT,625,2024-03-27
1202,12,-1,OUT,626,2024-03-27
1203,17,-2,OUT,627,2024-03-16
1204,9,-1,OUT,627,2024-03-16
1205,14,-1,OUT,627,2024-03-16
1206,22,-1,OUT,628,2024-03-22
1207,5,-1,OUT,629,2024-03-22
1208,13,-1,OUT,629,2024-03-22
1209,5,-2,OUT,630,2024-03-09
1210,13,-1,OUT,631,2024-03-15
1211,16,-1,OUT,631,2024-03-15
1212,12,-1,OUT,631,2024-03-15
1213,24,-1,OUT,632,2024-03-24
1214,17,-1,OUT,632,2024-03-24
1215,15,-1,OUT,633,2024-03-03
1216,3,-1,OUT,634,2024-03-16
1217,1,-1,OUT,634,2024-03-16
1218,8,-1,OUT,635,2024-03-25
1219,23,-1,OUT,635,2024-03-25
1220,14,-1,OUT,636,2024-03-07
1221,22,-2,OUT,637,2024-03-25
1222,9,-2,OUT,637,2024-03-25
1223,21,-1,OUT,637,2024-03-25
1224,2,-1,OUT,637,2024-03-25
1225,17,-1,OUT,638,2024-03-08
1226,13,-1,OUT,638,2024-03-08
1227,5,-1,OUT,638,2024-03-08
1228,8,-1,OUT,638,2024-03-08
1229,22,-1,OUT,639,2024-03-16
1230,19,-2,OUT,639,2024-03-16
1231,23,-1,OUT,639,2024-03-16
1232,9,-1,OUT,640,2024-03-28
1233,20,-1,OUT,641,2024-03-19
1234,22,-1,OUT,642,2024-03-17
1235,16,-2,OUT,643,2024-03-22
1236,7,-1,OUT,643,2024-03-22
1237,6,-1,OUT,644,2024-03-07
1238,7,-1,OUT,644,2024-03-07
1239,16,-2,OUT,645,2024-03-18
1240,24,-1,OUT,646,2024-03-20
1241,25,-1,OUT,646,2024-03-20
1242,4,-1,OUT,647,2024-03-28
1243,16,-1,OUT,647,2024-03-28
1244,18,-1,OUT,648,2024-03-22
1245,17,-1,OUT,648,2024-03-22
1246,8,-2,OUT,649,2024-03-10
1247,19,-1,OUT,650,2024-03-26
1248,5,-2,OUT,651,2024-03-15
1249,5,-2,OUT,652,2024-03-21
1250,16,-2,OUT,653,2024-03-21
1251,11,-1,OUT,654,2024-04-16
1252,8,-1,OUT,655,2024-04-22
1253,3,-1,OUT,655,2024-04-22
1254,11,-1,OUT,656,2024-04-05
1255,19,-1,OUT,657,2024-04-04
1256,3,-1,OUT,657,2024-04-04
1257,12,-1,OUT,658,2024-04-18
1258,16,-1,OUT,658,2024-04-18
1259,9,-1,OUT,659,2024-04-20
1260,17,-1,OUT,659,2024-04-20
1261,18,-1,OUT,659,2024-04-20
1262,13,-2,OUT,660,2024-04-21
1263,21,-1,OUT,660,2024-04-21
1264,16,-3,OUT,661,2024-04-08
1265,18,-3,OUT,662,2024-04-10
1266,2,-1,OUT,663,2024-04-25
1267,15,-1,OUT,663,2024-04-25
1268,14,-1,OUT,664,2024-04-24
1269,3,-1,OUT,664,2024-04-24
1270,24,-3,OUT,665,2024-04-27
1271,9,-1,OUT,666,2024-04-02
1272,22,-1,OUT,666,2024-04-02
1273,17,-1,OUT,666,2024-04-02
1274,10,-1,OUT,667,2024-04-23
1275,24,-1,OUT,667,2024-04-23
1276,5,-1,OUT,667,2024-04-23
1277,19,-1,OUT,668,2024-04-22
1278,13,-2,OUT,668,2024-04-22
1279,16,-1,OUT,669,2024-04-20
1280,14,-2,OUT,669,2024-04-20
1281,5,-2,OUT,669,2024-04-20
1282,20,-1,OUT,669,2024-04-20
1283,10,-1,OUT,670,2024-04-27
1284,12,-3,OUT,671,2024-04-03
1285,12,-1,OUT,672,2024-04-05
1286,6,-2,OUT,672,2024-04-05
1287,11,-2,OUT,672,2024-04-05
1288,14,-1,OUT,673,2024-04-28
1289,11,-1,OUT,673,2024-04-28
1290,25,-2,OUT,673,2024-04-28
1291,20,-1,OUT,674,2024-04-14
1292,3,-1,OUT,674,2024-04-14
1293,21,-1,OUT,674,2024-04-14
1294,14,-1,OUT,675,2024-04-08
1295,2,-2,OUT,676,2024-04-11
1296,6,-1,OUT,677,2024-04-17
1297,19,-2,OUT,678,2024-04-28
1298,8,-1,OUT,678,2024-04-28
1299,11,-1,OUT,678,2024-04-28
1300,5,-1,OUT,679,2024-04-28
1301,23,-2,OUT,680,2024-04-16
1302,5,-1,OUT,681,2024-04-17
1303,12,-1,OUT,682,2024-04-28
1304,20,-1,OUT,682,2024-04-28
1305,23,-1,OUT,683,2024-04-09
1306,4,-2,OUT,683,2024-04-09
1307,22,-1,OUT,683,2024-04-09
1308,12,-1,OUT,684,2024-04-27
1309,16,-2,OUT,685,2024-04-16
1310,18,-2,OUT,686,2024-04-01
1311,4,-2,OUT,687,2024-04-03
1312,18,-1,OUT,687,2024-04-03
1313,5,-1,OUT,687,2024-04-03
1314,6,-1,OUT,688,2024-04-18
1315,9,-1,OUT,688,2024-04-18
1316,8,-1,OUT,689,2024-04-10
1317,25,-1,OUT,690,2024-04-11
1318,23,-2,OUT,690,2024-04-11
1319,3,-1,OUT,690,2024-04-11
1320,24,-1,OUT,691,2024-04-20
1321,18,-1,OUT,691,2024-04-20
1322,14,-1,OUT,691,2024-04-20
1323,7,-3,OUT,691,2024-04-20
1324,8,-2,OUT,692,2024-04-04
1325,3,-1,OUT,692,2024-04-04
1326,23,-1,OUT,693,2024-05-28
1327,16,-1,OUT,693,2024-05-28
1328,15,-2,OUT,694,2024-05-05
1329,17,-1,OUT,695,2024-05-28
1330,4,-1,OUT,695,2024-05-28
1331,12,-1,OUT,695,2024-05-28
1332,13,-3,OUT,696,2024-05-23
1333,12,-1,OUT,696,2024-05-23
1334,16,-2,OUT,696,2024-05-23
1335,23,-1,OUT,697,2024-05-21
1336,24,-1,OUT,697,2024-05-21
1337,8,-1,OUT,697,2024-05-21
1338,21,-1,OUT,697,2024-05-21
1339,10,-2,OUT,698,2024-05-16
1340,14,-1,OUT,699,2024-05-24
1341,2,-1,OUT,700,2024-05-26
1342,7,-1,OUT,700,2024-05-26
1343,14,-2,OUT,701,2024-05-21
1344,13,-1,OUT,701,2024-05-21
1345,7,-2,OUT,702,2024-05-10
1346,4,-1,OUT,703,2024-05-02
1347,11,-1,OUT,703,2024-05-02
1348,3,-1,OUT,704,2024-05-10
1349,13,-1,OUT,705,2024-05-11
1350,17,-2,OUT,705,2024-05-11
1351,21,-2,OUT,706,2024-05-18
1352,5,-1,OUT,706,2024-05-18
1353,16,-1,OUT,707,2024-05-10
1354,13,-1,OUT,707,2024-05-10
1355,25,-1,OUT,708,2024-05-19
1356,10,-1,OUT,709,2024-05-10
1357,18,-1,OUT,709,2024-05-10
1358,25,-2,OUT,709,2024-05-10
1359,19,-1,OUT,710,2024-05-13
1360,4,-1,OUT,710,2024-05-13
1361,12,-1,OUT,710,2024-05-13
1362,1,-1,OUT,711,2024-05-07
1363,18,-2,OUT,712,2024-05-08
1364,24,-2,OUT,712,2024-05-08
1365,6,-2,OUT,713,2024-05-22
1366,13,-2,OUT,713,2024-05-22
1367,16,-2,OUT,714,2024-05-13
1368,14,-3,OUT,715,2024-05-11
1369,22,-1,OUT,715,2024-05-11
1370,11,-1,OUT,716,2024-05-19
1371,25,-1,OUT,717,2024-05-18
1372,21,-2,OUT,717,2024-05-18
1373,25,-1,OUT,718,2024-05-04
1374,7,-1,OUT,719,2024-05-03
1375,3,-1,OUT,720,2024-05-05
1376,16,-1,OUT,720,2024-05-05
1377,21,-1,OUT,721,2024-05-17
1378,15,-2,OUT,722,2024-05-05
1379,12,-1,OUT,722,2024-05-05
1380,11,-1,OUT,722,2024-05-05
1381,19,-1,OUT,722,2024-05-05
1382,11,-1,OUT,723,2024-05-07
1383,22,-2,OUT,724,2024-05-27
1384,19,-1,OUT,725,2024-05-13
