ShipmentID,OrderID,Carrier,TrackingNumber,ShipDate,DeliveryDate,Status,Notes
329,329,J&T Express,JT0003291854,2023-10-01,2023-10-06,Delivered,
330,330,VNPost,VNP0003302680,2023-09-08,2023-09-14,Delivered,
331,331,J&T Express,JT0003312374,2023-09-24,2023-09-28,Delivered,
332,332,VNPost,VNP0003323414,2023-09-29,2023-10-01,Delivered,
333,333,Giao Hàng Tiết Kiệm,GHTK0003338391,2023-09-19,2023-09-21,Delivered,
334,334,Viettel Post,VTP0003349224,2023-09-17,2023-09-20,Delivered,
335,335,Giao Hàng Nhanh,GHN0003357142,2023-10-19,2023-10-21,Delivered,
336,336,Giao Hàng Nhanh,GHN0003366493,2023-10-17,2023-10-20,Delivered,
337,337,Viettel Post,VTP0003373273,2023-10-04,2023-10-09,Delivered,
338,338,Giao Hàng Nhanh,GHN0003382298,2023-10-21,2023-10-25,Delivered,
339,339,Giao Hàng Tiết Kiệm,GHTK0003399991,2023-10-08,2023-10-14,Delivered,
340,340,Giao Hàng Nhanh,GHN0003405720,2023-10-02,2023-10-06,Delivered,
341,341,Giao Hàng Tiết Kiệm,GHTK0003417878,2023-10-08,2023-10-14,Delivered,
342,342,Giao Hàng Nhanh,GHN0003429189,2023-10-22,2023-10-28,Delivered,
343,343,VNPost,VNP0003434963,2023-10-13,2023-10-16,Delivered,
344,344,Giao Hàng Nhanh,GHN0003446780,2023-10-18,2023-10-24,Delivered,
345,345,Giao Hàng Nhanh,GHN0003459576,2023-10-09,2023-10-11,Failed,Hàng bị hư hỏng trong quá trình vận chuyển
346,346,VNPost,VNP0003469316,2023-10-21,2023-10-23,Delivered,
347,347,Viettel Post,VTP0003471713,2023-10-15,2023-10-20,Returned,"Giao sai sản phẩm, hoàn trả về kho"
348,348,Giao Hàng Nhanh,GHN0003486850,2023-10-03,2023-10-07,Delivered,
349,349,Giao Hàng Nhanh,GHN0003496447,2023-10-18,2023-10-20,Delivered,
350,350,J&T Express,JT0003503868,2023-10-27,2023-11-01,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
351,351,Giao Hàng Tiết Kiệm,GHTK0003513209,2023-10-22,2023-10-29,Delivered,
352,352,Viettel Post,VTP0003521605,2023-10-25,2023-10-28,Delivered,
353,353,Giao Hàng Tiết Kiệm,GHTK0003531686,2023-10-04,2023-10-08,Delivered,
354,354,VNPost,VNP0003548756,2023-10-21,2023-10-23,Delivered,
355,355,Giao Hàng Tiết Kiệm,GHTK0003555687,2023-10-06,2023-10-08,Delivered,
356,356,J&T Express,JT0003565476,2023-10-27,2023-10-31,Delivered,
357,357,Viettel Post,VTP0003578204,2023-10-25,2023-10-29,Failed,Địa chỉ không tồn tại
358,358,Viettel Post,VTP0003587018,2023-10-17,2023-10-21,Delivered,
359,359,Viettel Post,VTP0003592293,2023-10-28,2023-11-03,Returned,"Hàng lỗi, khách yêu cầu trả lại"
360,360,VNPost,VNP0003605813,2023-10-19,2023-10-21,Delivered,
361,361,J&T Express,JT0003616021,2023-10-15,2023-10-21,Delivered,
362,362,Giao Hàng Tiết Kiệm,GHTK0003628272,2023-10-06,2023-10-11,Delivered,
363,363,J&T Express,JT0003638126,2023-10-23,2023-10-30,Returned,"Khách hàng đổi ý, yêu cầu hoàn hàng"
364,364,Giao Hàng Nhanh,GHN0003647655,2023-10-25,2023-10-31,Delivered,
365,365,Giao Hàng Tiết Kiệm,GHTK0003651510,2023-10-18,2023-10-24,Delivered,
366,366,Viettel Post,VTP0003661570,2023-10-20,2023-10-22,Delivered,
367,367,J&T Express,JT0003676933,2023-10-18,2023-10-24,Delivered,
368,368,Giao Hàng Tiết Kiệm,GHTK0003688371,2023-10-11,2023-10-15,Delivered,
369,369,Giao Hàng Nhanh,GHN0003693255,2023-10-29,2023-11-02,Delivered,
370,370,J&T Express,JT0003705089,2023-10-19,2023-10-21,Delivered,
371,371,Viettel Post,VTP0003719482,2023-10-06,2023-10-12,Delivered,
372,372,J&T Express,JT0003728311,2023-10-18,2023-10-24,Delivered,
373,373,Viettel Post,VTP0003734279,2023-10-21,2023-10-24,Delivered,
374,374,Viettel Post,VTP0003743828,2023-10-31,2023-11-05,Returned,"Giao sai sản phẩm, hoàn trả về kho"
375,375,J&T Express,JT0003752063,2023-10-15,2023-10-21,Delivered,
376,376,J&T Express,JT0003763580,2023-10-27,2023-11-03,Delivered,
377,377,Giao Hàng Tiết Kiệm,GHTK0003776922,2023-10-27,2023-10-30,Delivered,
378,378,Giao Hàng Tiết Kiệm,GHTK0003783275,2023-10-24,2023-10-29,Delivered,
379,379,VNPost,VNP0003797044,2023-10-09,2023-10-15,Delivered,
380,380,Giao Hàng Nhanh,GHN0003802077,2023-10-27,2023-11-01,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
381,381,VNPost,VNP0003817730,2023-10-29,2023-11-04,Delivered,
382,382,J&T Express,JT0003822215,2023-10-14,2023-10-19,Delivered,
383,383,J&T Express,JT0003833102,2023-10-22,2023-10-29,Delivered,
384,384,Giao Hàng Tiết Kiệm,GHTK0003848088,2023-10-06,2023-10-08,Delivered,
385,385,VNPost,VNP0003853507,2023-10-18,2023-10-21,Delivered,
386,386,Giao Hàng Tiết Kiệm,GHTK0003866669,2023-10-18,2023-10-22,Delivered,
387,387,J&T Express,JT0003874216,2023-10-18,2023-10-24,Delivered,
388,388,J&T Express,JT0003889740,2023-10-16,2023-10-22,Delivered,
389,389,VNPost,VNP0003893526,2023-10-08,2023-10-15,Delivered,
390,390,VNPost,VNP0003906531,2023-10-21,2023-10-23,Delivered,
391,391,Giao Hàng Nhanh,GHN0003912330,2023-11-23,2023-11-30,Delivered,
392,392,J&T Express,JT0003924453,2023-11-30,2023-12-05,Delivered,
393,393,Giao Hàng Nhanh,GHN0003939159,2023-11-17,2023-11-23,Delivered,
394,394,J&T Express,JT0003948912,2023-11-14,2023-11-21,Delivered,
395,395,Viettel Post,VTP0003952195,2023-11-11,2023-11-13,Delivered,
396,396,Viettel Post,VTP0003968933,2023-11-14,2023-11-17,Delivered,
397,397,Giao Hàng Tiết Kiệm,GHTK0003976121,2023-11-14,2023-11-18,Delivered,
398,398,J&T Express,JT0003987532,2023-11-12,2023-11-16,Delivered,
399,399,Giao Hàng Nhanh,GHN0003996228,2023-11-29,2023-12-04,Delivered,
400,400,Viettel Post,VTP0004005061,2023-11-26,2023-11-28,Delivered,
401,401,Viettel Post,VTP0004017850,2023-11-25,2023-11-28,Delivered,
402,402,VNPost,VNP0004026123,2023-11-09,2023-11-12,Delivered,
403,403,VNPost,VNP0004038648,2023-11-18,2023-11-22,Delivered,
404,404,Giao Hàng Nhanh,GHN0004047442,2023-11-19,2023-11-24,Failed,"Khách hàng vắng nhà, không liên lạc được"
405,405,VNPost,VNP0004056781,2023-11-23,2023-11-25,Delivered,
406,406,VNPost,VNP0004068710,2023-11-20,2023-11-26,Delivered,
407,407,Giao Hàng Nhanh,GHN0004078060,2023-11-24,2023-11-28,Delivered,
408,408,Viettel Post,VTP0004086995,2023-11-24,2023-11-29,Delivered,
409,409,VNPost,VNP0004094189,2023-11-21,2023-11-27,Delivered,
410,410,Viettel Post,VTP0004109261,2023-11-14,2023-11-20,Delivered,
411,411,VNPost,VNP0004112946,2023-11-02,2023-11-04,Delivered,
412,412,J&T Express,JT0004126990,2023-11-03,2023-11-06,Delivered,
413,413,Viettel Post,VTP0004139193,2023-11-04,2023-11-06,Delivered,
414,414,J&T Express,JT0004148761,2023-11-06,2023-11-11,Delivered,
415,415,VNPost,VNP0004153290,2023-11-18,2023-11-24,Delivered,
416,416,Viettel Post,VTP0004165902,2023-11-21,2023-11-25,Delivered,
417,417,VNPost,VNP0004179721,2023-11-04,2023-11-11,Delivered,
418,418,Viettel Post,VTP0004181272,2023-11-23,2023-11-27,Delivered,
419,419,Viettel Post,VTP0004196040,2023-11-28,2023-12-05,Delivered,
420,420,VNPost,VNP0004208775,2023-11-05,2023-11-12,Delivered,
421,421,VNPost,VNP0004214728,2023-11-16,2023-11-18,Delivered,
422,422,Giao Hàng Tiết Kiệm,GHTK0004229589,2023-11-05,2023-11-12,Delivered,
423,423,Viettel Post,VTP0004233421,2023-11-15,2023-11-18,Delivered,
424,424,Giao Hàng Nhanh,GHN0004244125,2023-11-25,2023-11-30,Delivered,
425,425,Giao Hàng Tiết Kiệm,GHTK0004257765,2023-11-22,2023-11-25,Delivered,
426,426,VNPost,VNP0004268726,2023-11-08,2023-11-15,Delivered,
427,427,Giao Hàng Tiết Kiệm,GHTK0004279498,2023-11-29,2023-12-05,Delivered,
428,428,Viettel Post,VTP0004289609,2023-11-23,2023-11-27,Failed,Địa chỉ không tồn tại
429,429,VNPost,VNP0004296608,2023-11-20,2023-11-24,Delivered,
430,430,J&T Express,JT0004308932,2023-11-11,2023-11-14,Delivered,
431,431,J&T Express,JT0004314684,2023-11-08,2023-11-12,Delivered,
432,432,Viettel Post,VTP0004326194,2023-11-08,2023-11-12,Delivered,
433,433,J&T Express,JT0004335715,2023-11-06,2023-11-12,Delivered,
434,434,Viettel Post,VTP0004347464,2023-11-06,2023-11-09,Delivered,
435,435,J&T Express,JT0004352294,2023-11-17,2023-11-22,Delivered,
436,436,Viettel Post,VTP0004364505,2023-11-21,2023-11-27,Delivered,
437,437,VNPost,VNP0004375450,2023-11-10,2023-11-12,Delivered,
438,438,VNPost,VNP0004384920,2023-11-05,2023-11-07,Delivered,
439,439,VNPost,VNP0004394697,2023-11-05,2023-11-08,Delivered,
440,440,Viettel Post,VTP0004406411,2023-11-25,2023-11-30,Delivered,
441,441,Giao Hàng Tiết Kiệm,GHTK0004411084,2023-11-05,2023-11-08,Delivered,
442,442,Viettel Post,VTP0004428822,2023-12-01,2023-12-04,Delivered,
443,443,J&T Express,JT0004436262,2023-11-30,2023-12-07,Delivered,
444,444,Giao Hàng Nhanh,GHN0004444804,2023-11-10,2023-11-17,Delivered,
445,445,Giao Hàng Nhanh,GHN0004453868,2023-11-18,2023-11-21,Delivered,
446,446,Giao Hàng Nhanh,GHN0004467504,2023-11-15,2023-11-18,Delivered,
447,447,J&T Express,JT0004471613,2023-11-05,2023-11-09,Delivered,
448,448,Giao Hàng Nhanh,GHN0004486489,2023-11-27,2023-12-02,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
449,449,Giao Hàng Tiết Kiệm,GHTK0004499261,2023-11-05,2023-11-09,Delivered,
450,450,Giao Hàng Nhanh,GHN0004506417,2023-11-02,2023-11-09,Delivered,
451,451,J&T Express,JT0004514050,2023-11-19,2023-11-26,Delivered,
452,452,J&T Express,JT0004524164,2023-11-22,2023-11-28,Delivered,
453,453,Viettel Post,VTP0004538007,2023-11-20,2023-11-24,Delivered,
454,454,Giao Hàng Nhanh,GHN0004544027,2023-11-10,2023-11-15,Delivered,
455,455,Giao Hàng Tiết Kiệm,GHTK0004551111,2023-11-26,2023-12-01,Delivered,
456,456,J&T Express,JT0004566400,2023-11-20,2023-11-26,Delivered,
457,457,Giao Hàng Nhanh,GHN0004575285,2023-11-24,2023-11-28,Delivered,
458,458,Giao Hàng Nhanh,GHN0004582936,2023-11-24,2023-11-28,Delivered,
459,459,VNPost,VNP0004596095,2023-11-18,2023-11-20,Delivered,
460,460,J&T Express,JT0004607021,2023-11-10,2023-11-13,Delivered,
461,461,Giao Hàng Tiết Kiệm,GHTK0004618834,2023-11-23,2023-11-28,Delivered,
462,462,VNPost,VNP0004627121,2023-11-16,2023-11-23,Delivered,
463,463,Viettel Post,VTP0004639806,2023-11-11,2023-11-14,Delivered,
464,464,VNPost,VNP0004642341,2023-12-01,2023-12-06,Delivered,
465,465,J&T Express,JT0004652279,2023-11-18,2023-11-20,Delivered,
466,466,VNPost,VNP0004669281,2023-11-08,2023-11-14,Delivered,
467,467,Giao Hàng Tiết Kiệm,GHTK0004676375,2023-11-13,2023-11-18,Delivered,
468,468,Giao Hàng Tiết Kiệm,GHTK0004689008,2023-11-19,2023-11-25,Delivered,
469,469,Giao Hàng Nhanh,GHN0004698429,2023-11-07,2023-11-13,Delivered,
470,470,VNPost,VNP0004701945,2023-12-14,2023-12-19,Delivered,
471,471,J&T Express,JT0004711356,2023-12-23,2023-12-27,Delivered,
472,472,Giao Hàng Tiết Kiệm,GHTK0004722196,2023-12-02,2023-12-07,Delivered,
473,473,Giao Hàng Nhanh,GHN0004739866,2023-12-12,2023-12-14,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
474,474,Giao Hàng Nhanh,GHN0004745703,2023-12-20,2023-12-23,Delivered,
475,475,Viettel Post,VTP0004757135,2023-12-25,2023-12-30,Delivered,
476,476,Viettel Post,VTP0004767154,2023-12-24,2023-12-31,Failed,Hàng bị hư hỏng trong quá trình vận chuyển
477,477,Giao Hàng Tiết Kiệm,GHTK0004776697,2023-12-12,2023-12-15,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
478,478,VNPost,VNP0004783086,2023-12-14,2023-12-17,Delivered,
479,479,Giao Hàng Nhanh,GHN0004795888,2023-12-26,2024-01-02,Delivered,
480,480,Viettel Post,VTP0004809715,2023-12-25,2023-12-28,Delivered,
481,481,J&T Express,JT0004813541,2023-12-04,2023-12-07,Delivered,
482,482,Giao Hàng Nhanh,GHN0004821527,2023-12-31,2024-01-05,Delivered,
483,483,Giao Hàng Nhanh,GHN0004834943,2023-12-24,2023-12-26,Delivered,
484,484,Giao Hàng Nhanh,GHN0004848314,2023-12-18,2023-12-25,Delivered,
485,485,Giao Hàng Nhanh,GHN0004855009,2023-12-29,2023-12-31,Delivered,
486,486,Giao Hàng Tiết Kiệm,GHTK0004869843,2023-12-24,2023-12-26,Delivered,
487,487,J&T Express,JT0004874836,2023-12-07,2023-12-13,Delivered,
488,488,VNPost,VNP0004886253,2023-12-28,2024-01-01,Delivered,
489,489,VNPost,VNP0004894621,2023-12-30,2024-01-03,Delivered,
490,490,VNPost,VNP0004903869,2023-12-04,2023-12-11,Delivered,
491,491,Viettel Post,VTP0004911768,2023-12-13,2023-12-20,Delivered,
492,492,VNPost,VNP0004926222,2023-12-17,2023-12-22,Delivered,
493,493,J&T Express,JT0004937167,2023-12-08,2023-12-14,Delivered,
494,494,Giao Hàng Tiết Kiệm,GHTK0004945927,2023-12-10,2023-12-13,Delivered,
495,495,Giao Hàng Nhanh,GHN0004957761,2023-12-28,2024-01-03,Delivered,
496,496,Viettel Post,VTP0004964978,2023-12-11,2023-12-14,Delivered,
497,497,Giao Hàng Nhanh,GHN0004978369,2023-12-30,2024-01-01,Delivered,
498,498,Giao Hàng Tiết Kiệm,GHTK0004981844,2023-12-12,2023-12-17,Delivered,
499,499,VNPost,VNP0004991647,2023-12-17,2023-12-20,Delivered,
500,500,VNPost,VNP0005004555,2023-12-13,2023-12-16,Delivered,
501,501,J&T Express,JT0005015967,2023-12-08,2023-12-11,Delivered,
502,502,Giao Hàng Nhanh,GHN0005028846,2023-12-07,2023-12-14,Delivered,
503,503,Giao Hàng Tiết Kiệm,GHTK0005037498,2023-12-04,2023-12-10,Delivered,
504,504,J&T Express,JT0005047236,2023-12-13,2023-12-19,Delivered,
505,505,J&T Express,JT0005055285,2023-12-20,2023-12-26,Delivered,
506,506,Viettel Post,VTP0005062615,2023-12-24,2023-12-29,Delivered,
507,507,J&T Express,JT0005074328,2023-12-06,2023-12-10,Delivered,
508,508,VNPost,VNP0005084625,2023-12-25,2023-12-28,Delivered,
509,509,VNPost,VNP0005097841,2023-12-21,2023-12-24,Delivered,
510,510,Giao Hàng Tiết Kiệm,GHTK0005107223,2023-12-26,2023-12-29,Delivered,
511,511,J&T Express,JT0005115216,2023-12-19,2023-12-26,Delivered,
512,512,Viettel Post,VTP0005128550,2023-12-12,2023-12-19,Delivered,
513,513,Giao Hàng Tiết Kiệm,GHTK0005133293,2023-12-15,2023-12-21,Delivered,
514,514,VNPost,VNP0005141962,2023-12-05,2023-12-07,Delivered,
515,515,Giao Hàng Nhanh,GHN0005151794,2023-12-05,2023-12-10,Delivered,
516,516,Giao Hàng Tiết Kiệm,GHTK0005162113,2023-12-14,2023-12-17,Delivered,
517,517,VNPost,VNP0005178471,2023-12-22,2023-12-24,Delivered,
518,518,VNPost,VNP0005188916,2023-12-13,2023-12-18,Delivered,
519,519,VNPost,VNP0005197739,2023-12-13,2023-12-15,Delivered,
520,520,J&T Express,JT0005209777,2023-12-29,2023-12-31,Delivered,
521,521,Viettel Post,VTP0005213937,2023-12-12,2023-12-14,Delivered,
522,522,Giao Hàng Tiết Kiệm,GHTK0005224144,2023-12-19,2023-12-25,Delivered,
523,523,J&T Express,JT0005235379,2023-12-24,2023-12-26,Delivered,
524,524,Viettel Post,VTP0005248520,2023-12-12,2023-12-15,Returned,"Hàng lỗi, khách yêu cầu trả lại"
525,525,J&T Express,JT0005252320,2023-12-07,2023-12-14,Delivered,
526,526,Giao Hàng Nhanh,GHN0005267640,2023-12-21,2023-12-26,Delivered,
527,527,Giao Hàng Nhanh,GHN0005271154,2023-12-12,2023-12-15,Delivered,
528,528,Viettel Post,VTP0005286427,2023-12-13,2023-12-15,Delivered,
529,529,Giao Hàng Nhanh,GHN0005294764,2023-12-27,2024-01-03,Delivered,
530,530,Viettel Post,VTP0005305441,2023-12-03,2023-12-05,Delivered,
531,531,J&T Express,JT0005319897,2023-12-13,2023-12-20,Delivered,
532,532,J&T Express,JT0005321256,2023-12-13,2023-12-19,Delivered,
533,533,Viettel Post,VTP0005332260,2023-12-16,2023-12-19,Delivered,
534,534,VNPost,VNP0005347375,2023-12-22,2023-12-28,Delivered,
535,535,Giao Hàng Tiết Kiệm,GHTK0005352284,2023-12-11,2023-12-18,Failed,Sai địa chỉ giao hàng
536,536,Giao Hàng Nhanh,GHN0005368161,2023-12-13,2023-12-15,Delivered,
537,537,VNPost,VNP0005377499,2023-12-09,2023-12-11,Delivered,
538,538,Viettel Post,VTP0005389038,2023-12-13,2023-12-17,Delivered,
539,539,Viettel Post,VTP0005398075,2023-12-24,2023-12-31,Delivered,
540,540,Viettel Post,VTP0005402404,2023-12-11,2023-12-15,Delivered,
541,541,Giao Hàng Nhanh,GHN0005412344,2023-12-30,2024-01-02,Delivered,
542,542,Giao Hàng Tiết Kiệm,GHTK0005427383,2023-12-22,2023-12-26,Delivered,
543,543,Giao Hàng Nhanh,GHN0005436050,2023-12-16,2023-12-20,Delivered,
544,544,Giao Hàng Nhanh,GHN0005443170,2023-12-18,2023-12-21,Delivered,
545,545,VNPost,VNP0005459395,2023-12-28,2023-12-30,Delivered,
546,546,J&T Express,JT0005462524,2023-12-22,2023-12-28,Delivered,
547,547,Viettel Post,VTP0005471202,2023-12-03,2023-12-08,Delivered,
548,548,Giao Hàng Nhanh,GHN0005484977,2023-12-08,2023-12-14,Delivered,
549,549,Viettel Post,VTP0005493777,2023-12-04,2023-12-08,Delivered,
550,550,Viettel Post,VTP0005503390,2023-12-24,2023-12-27,Delivered,
551,551,Viettel Post,VTP0005515911,2023-12-18,2023-12-20,Delivered,
552,552,Giao Hàng Tiết Kiệm,GHTK0005529123,2023-12-12,2023-12-18,Delivered,
553,553,Giao Hàng Nhanh,GHN0005533219,2023-12-05,2023-12-07,Delivered,
554,554,J&T Express,JT0005547224,2023-12-15,2023-12-20,Delivered,
555,555,VNPost,VNP0005553230,2023-12-24,2023-12-28,Delivered,
556,556,Giao Hàng Tiết Kiệm,GHTK0005568848,2023-12-26,2023-12-29,Failed,Khách hàng từ chối nhận hàng
557,557,J&T Express,JT0005579044,2023-12-05,2023-12-08,Delivered,
558,558,J&T Express,JT0005587437,2023-12-11,2023-12-13,Delivered,
559,559,Giao Hàng Tiết Kiệm,GHTK0005599939,2023-12-02,2023-12-09,Delivered,
560,560,Giao Hàng Nhanh,GHN0005608563,2024-01-08,2024-01-11,Delivered,
561,561,J&T Express,JT0005612133,2024-01-27,2024-02-03,Delivered,
562,562,J&T Express,JT0005624965,2024-01-25,2024-02-01,Delivered,
563,563,Viettel Post,VTP0005637176,2024-01-22,2024-01-27,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
564,564,VNPost,VNP0005647566,2024-01-23,2024-01-29,Delivered,
565,565,Viettel Post,VTP0005659907,2024-01-16,2024-01-20,Delivered,
566,566,VNPost,VNP0005662392,2024-01-13,2024-01-16,Delivered,
567,567,J&T Express,JT0005673725,2024-01-17,2024-01-23,Delivered,
568,568,Viettel Post,VTP0005686432,2024-01-07,2024-01-09,Delivered,
569,569,J&T Express,JT0005694637,2024-01-10,2024-01-17,Delivered,
570,570,VNPost,VNP0005704621,2024-01-05,2024-01-09,Delivered,
571,571,VNPost,VNP0005719199,2024-01-05,2024-01-09,Returned,"Khách không nhận, hàng tự động hoàn kho sau 3 lần giao"
572,572,Giao Hàng Nhanh,GHN0005725840,2024-01-04,2024-01-06,Delivered,
573,573,Giao Hàng Tiết Kiệm,GHTK0005736707,2024-01-04,2024-01-08,Delivered,
574,574,Giao Hàng Tiết Kiệm,GHTK0005749537,2024-01-17,2024-01-21,Delivered,
575,575,Viettel Post,VTP0005758412,2024-01-23,2024-01-25,Delivered,
576,576,Giao Hàng Nhanh,GHN0005761370,2024-01-11,2024-01-18,Delivered,
577,577,Giao Hàng Tiết Kiệm,GHTK0005774996,2024-01-16,2024-01-19,Delivered,
578,578,J&T Express,JT0005787985,2024-01-13,2024-01-16,Delivered,
579,579,Giao Hàng Tiết Kiệm,GHTK0005794053,2024-01-08,2024-01-15,Delivered,
580,580,Giao Hàng Nhanh,GHN0005804232,2024-01-09,2024-01-15,Delivered,
581,581,Giao Hàng Nhanh,GHN0005814519,2024-01-02,2024-01-06,Delivered,
582,582,Giao Hàng Nhanh,GHN0005822667,2024-01-26,2024-01-29,Delivered,
583,583,Giao Hàng Tiết Kiệm,GHTK0005838496,2024-01-22,2024-01-26,Delivered,
584,584,Viettel Post,VTP0005849646,2024-01-15,2024-01-19,Delivered,
585,585,VNPost,VNP0005857431,2024-01-29,2024-01-31,Delivered,
586,586,Viettel Post,VTP0005863826,2024-01-20,2024-01-27,Delivered,
587,587,VNPost,VNP0005872388,2024-01-25,2024-01-28,Delivered,
588,588,Giao Hàng Tiết Kiệm,GHTK0005886003,2024-02-24,2024-02-27,Delivered,
589,589,Giao Hàng Tiết Kiệm,GHTK0005899369,2024-02-07,2024-02-12,Delivered,
590,590,VNPost,VNP0005907286,2024-02-10,2024-02-13,Delivered,
591,591,VNPost,VNP0005913838,2024-02-25,2024-02-28,Delivered,
592,592,Giao Hàng Tiết Kiệm,GHTK0005924065,2024-02-06,2024-02-11,Delivered,
593,593,J&T Express,JT0005931157,2024-02-29,2024-03-03,Delivered,
594,594,Viettel Post,VTP0005949281,2024-02-22,2024-02-27,Delivered,
595,595,Viettel Post,VTP0005957809,2024-02-28,2024-03-04,Delivered,
596,596,Giao Hàng Nhanh,GHN0005961505,2024-02-13,2024-02-17,Delivered,
597,597,Giao Hàng Tiết Kiệm,GHTK0005979808,2024-02-04,2024-02-07,Delivered,
598,598,VNPost,VNP0005989115,2024-02-19,2024-02-25,Delivered,
599,599,Giao Hàng Nhanh,GHN0005995389,2024-02-05,2024-02-09,Delivered,
600,600,Giao Hàng Nhanh,GHN0006008231,2024-02-19,2024-02-22,Returned,"Khách hàng đổi ý, yêu cầu hoàn hàng"
601,601,Giao Hàng Tiết Kiệm,GHTK0006015877,2024-02-23,2024-02-28,Delivered,
602,602,Giao Hàng Nhanh,GHN0006028193,2024-02-04,2024-02-07,Delivered,
603,603,VNPost,VNP0006036744,2024-02-23,2024-02-29,Delivered,
604,604,Giao Hàng Tiết Kiệm,GHTK0006043281,2024-02-13,2024-02-16,Delivered,
605,605,VNPost,VNP0006056747,2024-02-06,2024-02-10,Delivered,
606,606,Giao Hàng Tiết Kiệm,GHTK0006066302,2024-02-05,2024-02-09,Delivered,
607,607,J&T Express,JT0006079428,2024-02-05,2024-02-07,Delivered,
608,608,Viettel Post,VTP0006081971,2024-02-12,2024-02-19,Delivered,
609,609,Giao Hàng Tiết Kiệm,GHTK0006095090,2024-02-29,2024-03-07,Delivered,
610,610,Giao Hàng Tiết Kiệm,GHTK0006107434,2024-02-14,2024-02-17,Delivered,
611,611,J&T Express,JT0006117786,2024-02-23,2024-02-28,Delivered,
612,612,Giao Hàng Nhanh,GHN0006127600,2024-02-10,2024-02-17,Delivered,
613,613,J&T Express,JT0006138449,2024-02-03,2024-02-07,Delivered,
614,614,Giao Hàng Nhanh,GHN0006148511,2024-02-09,2024-02-16,Delivered,
615,615,Giao Hàng Nhanh,GHN0006159756,2024-02-27,2024-03-01,Failed,"Khách hàng vắng nhà, không liên lạc được"
616,616,Viettel Post,VTP0006165399,2024-02-20,2024-02-24,Delivered,
617,617,VNPost,VNP0006173139,2024-02-15,2024-02-20,Delivered,
618,618,Giao Hàng Nhanh,GHN0006181752,2024-03-18,2024-03-25,Delivered,
619,619,Viettel Post,VTP0006191266,2024-03-14,2024-03-17,Delivered,
620,620,Giao Hàng Nhanh,GHN0006208009,2024-03-21,2024-03-28,Delivered,
621,621,J&T Express,JT0006213604,2024-03-04,2024-03-06,Delivered,
622,622,J&T Express,JT0006222350,2024-03-26,2024-04-02,Delivered,
623,623,Giao Hàng Tiết Kiệm,GHTK0006231848,2024-03-17,2024-03-24,Delivered,
624,624,Giao Hàng Tiết Kiệm,GHTK0006248032,2024-03-26,2024-03-28,Delivered,
625,625,Giao Hàng Nhanh,GHN0006254496,2024-03-29,2024-03-31,Delivered,
626,626,Giao Hàng Tiết Kiệm,GHTK0006269510,2024-03-30,2024-04-04,Delivered,
627,627,J&T Express,JT0006272975,2024-03-18,2024-03-25,Delivered,
628,628,Giao Hàng Nhanh,GHN0006284751,2024-03-24,2024-03-26,Delivered,
629,629,Giao Hàng Nhanh,GHN0006292690,2024-03-24,2024-03-28,Delivered,
630,630,Giao Hàng Tiết Kiệm,GHTK0006307270,2024-03-10,2024-03-17,Returned,"Hàng lỗi, khách yêu cầu trả lại"
631,631,Giao Hàng Nhanh,GHN0006319691,2024-03-18,2024-03-20,Delivered,
632,632,Giao Hàng Tiết Kiệm,GHTK0006328210,2024-03-26,2024-04-02,Delivered,
633,633,Giao Hàng Tiết Kiệm,GHTK0006337745,2024-03-06,2024-03-13,Delivered,
634,634,Giao Hàng Tiết Kiệm,GHTK0006342420,2024-03-17,2024-03-20,Delivered,
635,635,VNPost,VNP0006357291,2024-03-27,2024-04-01,Delivered,
636,636,Giao Hàng Tiết Kiệm,GHTK0006365059,2024-03-09,2024-03-16,Delivered,
637,637,VNPost,VNP0006375668,2024-03-28,2024-03-30,Delivered,
638,638,J&T Express,JT0006384366,2024-03-11,2024-03-17,Delivered,
639,639,Viettel Post,VTP0006395842,2024-03-19,2024-03-21,Delivered,
640,640,Giao Hàng Tiết Kiệm,GHTK0006409108,2024-03-30,2024-04-01,Delivered,
641,641,VNPost,VNP0006412163,2024-03-22,2024-03-24,Returned,"Giao sai sản phẩm, hoàn trả về kho"
642,642,Giao Hàng Tiết Kiệm,GHTK0006427337,2024-03-20,2024-03-25,Delivered,
643,643,Giao Hàng Tiết Kiệm,GHTK0006438717,2024-03-23,2024-03-25,Delivered,
644,644,Giao Hàng Nhanh,GHN0006445295,2024-03-08,2024-03-10,Delivered,
645,645,Viettel Post,VTP0006459300,2024-03-20,2024-03-27,Delivered,
646,646,Viettel Post,VTP0006467939,2024-03-23,2024-03-28,Delivered,
647,647,VNPost,VNP0006479808,2024-03-31,2024-04-03,Delivered,
648,648,J&T Express,JT0006482294,2024-03-25,2024-03-28,Failed,"Khách hàng vắng nhà, không liên lạc được"
649,649,VNPost,VNP0006496353,2024-03-12,2024-03-18,Delivered,
