MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status,Predict_Failure_Prob,Current_Status,Alert_Reason_vs_Specs,Top_Risk_Factor
M07374,Type_14,82.5,2.94,215.8,14.27,2.772,956.0,0,0.3852688425156273,Normal,Good,-
M00729,Type_20,81.5,3.02,217.2,14.26,2.788,218.9,0,0.38492533464771733,Normal,Good,-
M06132,Type_17,80.84,2.26,224.0,15.62,3.149,70.0,0,0.38478379670182206,Normal,Good,-
M07927,Type_10,81.62,2.6,217.4,14.68,2.872,966.8,0,0.38443909624216166,Normal,Good,-
M03779,Type_08,81.16,0.93,223.9,10.64,2.144,66.4,0,0.38366762777793845,Normal,Good,-
M03215,Type_25,87.84,0.1,211.7,23.27,4.434,917.6,0,0.3827764129630688,Normal,Good,-
M03295,Type_13,82.01,1.38,218.9,23.2,4.571,924.3,0,0.3817917355939631,Normal,Good,-
M08794,Type_07,81.13,1.21,222.1,13.71,2.74,456.4,0,0.37887690130159435,Normal,Good,-
M09712,Type_23,76.78,2.74,217.6,9.69,1.898,614.4,0,0.3774799885822514,Normal,Good,-
M06901,Type_07,74.67,0.78,230.8,17.85,3.708,156.8,0,0.3764408225101971,Normal,Good,-
M02934,Type_05,78.7,1.47,232.9,14.7,3.081,621.6,0,0.3758208223355783,Normal,Good,-
M09714,Type_05,56.35,2.47,233.1,12.68,2.66,323.8,0,0.37570793716625306,Normal,Good,-
M09900,Type_11,80.9,3.61,224.2,10.44,2.107,784.0,0,0.375170391184799,Normal,Good,-
M00516,Type_11,82.13,1.95,221.6,14.42,2.876,935.9,0,0.37439420073618884,Normal,Good,-
M02513,Type_15,49.94,0.1,211.9,8.96,1.709,643.5,0,0.37418681642609947,Normal,Good,-
M03351,Type_22,62.15,3.05,224.6,9.33,1.886,221.7,0,0.37393698035619694,Normal,Good,-
M07225,Type_20,82.19,2.44,220.8,16.71,3.321,900.6,0,0.3725025972408844,Normal,Good,-
M06962,Type_01,80.56,2.23,228.2,17.24,3.541,744.6,0,0.37250018584622113,Normal,Good,-
M09238,Type_04,80.71,0.94,226.5,16.03,3.268,696.7,0,0.3724683093042415,Normal,Good,-
M09681,Type_21,81.31,3.15,221.6,18.18,3.626,231.4,0,0.37237626656745976,Normal,Good,-
M06488,Type_08,81.61,2.34,216.5,16.69,3.252,964.3,0,0.371588285755184,Normal,Good,-
M01394,Type_16,82.57,1.09,226.5,16.26,3.315,324.7,0,0.371321524851011,Normal,Good,-
M02286,Type_19,80.9,3.85,226.8,12.28,2.507,416.0,0,0.37090663511639915,Normal,Good,-
M05790,Type_15,72.38,2.41,222.3,9.3,1.861,338.9,0,0.37047947514394963,Normal,Good,-
M04446,Type_02,78.71,4.88,226.9,20.81,4.25,814.2,0,0.3702094650541149,Normal,Good,-
M02350,Type_20,79.62,1.03,219.3,9.65,1.905,601.9,0,0.36989228315561673,Normal,Good,-
M06898,Type_19,81.47,0.98,216.3,10.5,2.044,183.2,0,0.36952279943780497,Normal,Good,-
M00253,Type_15,83.99,0.81,219.0,11.88,2.342,999.8,0,0.3694901475081369,Normal,Good,-
M07037,Type_25,82.37,3.26,217.2,14.2,2.776,260.2,0,0.36854282255148313,Normal,Good,-
M08639,Type_04,80.49,0.1,228.2,11.84,2.432,302.6,0,0.36812851411025865,Normal,Good,-
M02597,Type_15,60.36,0.74,221.9,8.4,1.678,100.0,0,0.3681041788792445,Normal,Good,-
M00973,Type_20,84.17,0.28,222.3,19.94,3.989,981.3,0,0.36646767485830617,Normal,Good,-
M08963,Type_08,80.86,3.04,220.2,15.21,3.014,168.4,0,0.36639179943992434,Normal,Good,-
M08847,Type_02,71.97,4.34,231.3,22.37,4.657,919.3,0,0.36629725813621755,Normal,Good,-
M05344,Type_08,80.92,1.76,220.7,15.87,3.152,661.7,0,0.36569030986541806,Normal,Good,-
M02319,Type_04,80.73,2.45,222.6,12.54,2.512,919.3,0,0.3655078561504337,Normal,Good,-
M02760,Type_17,81.06,4.29,223.8,14.75,2.971,982.2,0,0.36520834384698575,Normal,Good,-
M02624,Type_23,80.62,2.75,218.5,14.78,2.906,463.5,0,0.3650290891147794,Normal,Good,-
M07961,Type_16,75.16,2.97,215.7,9.64,1.871,990.8,0,0.3646691030548066,Normal,Good,-
M09798,Type_21,61.22,4.03,209.0,16.3,3.066,795.1,0,0.364255823318927,Normal,Good,-
M08036,Type_08,79.5,2.47,230.4,11.22,2.327,400.8,0,0.3632387062298252,Normal,Good,-
M05083,Type_16,82.99,0.49,223.2,16.33,3.28,389.2,0,0.3631034207597565,Normal,Good,-
M06942,Type_15,42.5,0.98,219.2,9.39,1.852,283.3,0,0.3612633587016926,Normal,Good,-
M01462,Type_04,72.66,2.68,214.6,9.75,1.883,144.7,0,0.3606149082492257,Normal,Good,-
M01408,Type_25,83.19,4.03,218.3,18.95,3.723,561.9,0,0.35920632812876185,Normal,Good,-
M00641,Type_25,62.7,4.67,214.0,16.68,3.213,968.4,0,0.35876438738274224,Normal,Good,-
M07034,Type_08,80.99,3.03,218.5,18.51,3.64,848.6,0,0.35778520208784753,Normal,Good,-
M07131,Type_20,82.02,1.96,219.8,17.99,3.559,933.3,0,0.35755741905394983,Normal,Good,-
M02933,Type_12,71.03,0.95,218.6,9.66,1.901,636.5,0,0.35724560131261696,Normal,Good,-
M06234,Type_14,67.14,2.27,217.3,9.69,1.895,401.4,0,0.3566242248486697,Normal,Good,-
M08579,Type_19,81.06,1.61,221.9,13.77,2.75,401.9,0,0.35661831494771545,Normal,Good,-
M05912,Type_12,82.33,0.3,219.7,13.36,2.642,959.8,0,0.354781270484059,Normal,Good,-
M08392,Type_02,54.49,0.77,217.8,9.64,1.89,961.4,0,0.35417558412050687,Normal,Good,-
M06654,Type_16,82.5,3.86,217.6,15.86,3.106,759.0,0,0.35391066546305905,Normal,Good,-
M06936,Type_23,61.01,0.67,225.4,9.37,1.901,206.3,0,0.3538583298463152,Normal,Good,-
M05136,Type_03,48.65,3.49,210.4,9.71,1.839,856.7,0,0.3536463163059383,Normal,Good,-
M09476,Type_13,80.55,0.42,220.7,12.16,2.415,419.5,0,0.3533394852151559,Normal,Good,-
M01621,Type_23,80.69,1.34,219.0,22.09,4.354,329.4,0,0.3531542123834722,Normal,Good,-
M04657,Type_05,58.78,2.81,220.6,9.53,1.892,201.2,0,0.3530963085920296,Normal,Good,-
M02470,Type_20,81.15,3.39,225.9,15.04,3.058,965.7,0,0.3530396041176864,Normal,Good,-
M09069,Type_06,80.79,1.77,221.5,23.02,4.589,299.1,0,0.35228186790724697,Normal,Good,-
M06260,Type_20,71.45,4.11,213.2,9.45,1.813,557.5,0,0.3520357659863776,Normal,Good,-
M08098,Type_15,65.83,3.12,216.8,9.31,1.817,908.2,0,0.34929040248602894,Normal,Good,-
M01665,Type_14,68.43,2.67,220.7,9.52,1.891,664.7,0,0.3490061911469132,Normal,Good,-
M09959,Type_05,80.91,0.61,217.3,12.57,2.458,829.0,0,0.34896913195748136,Normal,Good,-
M06197,Type_25,82.63,1.79,223.6,14.64,2.946,338.7,0,0.3488129081369226,Normal,Good,-
M07348,Type_16,82.18,2.1,216.7,14.19,2.767,475.8,0,0.34659902912706025,Normal,Good,-
M06182,Type_16,83.21,2.2,223.9,14.72,2.966,853.8,0,0.34602082161706,Normal,Good,-
M09499,Type_22,80.56,2.42,221.6,15.22,3.035,203.5,0,0.34599153087528633,Normal,Good,-
M07046,Type_13,59.69,2.81,230.6,14.35,2.978,760.0,0,0.3458037008989637,Normal,Good,-
M07080,Type_02,47.99,0.7,218.8,26.76,5.27,674.8,0,0.3454600576439797,Normal,Good,-
M08959,Type_17,80.83,0.6,219.8,15.91,3.147,74.1,0,0.34459184338487814,Normal,Good,-
M07891,Type_22,53.63,4.86,216.1,12.62,2.454,951.5,0,0.34427555073155586,Normal,Good,-
M05643,Type_11,80.52,2.78,223.2,14.36,2.885,480.7,0,0.3434168119547085,Normal,Good,-
M06562,Type_21,63.98,4.68,215.1,12.5,2.42,151.2,0,0.34248018885169446,Normal,Good,-
M05947,Type_21,82.56,2.57,218.1,14.14,2.776,977.8,0,0.3424192228010463,Normal,Good,-
M05645,Type_16,82.36,2.34,214.9,14.58,2.82,785.8,0,0.34229151265507857,Normal,Good,-
M09934,Type_21,80.54,2.8,224.5,16.8,3.394,738.7,0,0.33968610277617933,Normal,Good,-
M06196,Type_14,80.63,0.94,216.4,16.21,3.157,700.0,0,0.3390739706651976,Normal,Good,-
M02578,Type_25,81.97,1.88,226.9,18.12,3.7,902.0,0,0.3390036343077519,Normal,Good,-
M00232,Type_12,77.14,1.3,218.1,9.7,1.904,681.8,0,0.33830250854842575,Normal,Good,-
M08487,Type_08,51.53,2.34,227.7,24.95,5.113,921.5,0,0.3368231895301831,Normal,Good,-
M01064,Type_16,81.86,1.28,215.1,11.64,2.253,427.5,0,0.3361327456812844,Normal,Good,-
M04393,Type_07,80.46,2.4,227.2,16.54,3.382,678.8,0,0.33599698325641797,Normal,Good,-
M07739,Type_12,61.25,2.11,208.2,11.3,2.117,600.8,0,0.3354705037973462,Normal,Good,-
M04388,Type_21,80.75,2.93,217.6,17.37,3.402,611.0,0,0.3351712179638593,Normal,Good,-
M06088,Type_17,66.25,2.36,225.0,9.58,1.94,313.0,0,0.33420559474889616,Normal,Good,-
M04462,Type_17,80.62,1.09,218.4,14.61,2.872,526.7,0,0.3340421946595545,Normal,Good,-
M00050,Type_25,82.68,1.34,220.9,16.18,3.217,358.1,0,0.3330452066053102,Normal,Good,-
M09217,Type_25,82.06,1.31,221.1,16.89,3.361,365.3,0,0.33262448457410143,Normal,Good,-
M09671,Type_11,61.56,1.79,208.3,13.52,2.535,572.9,0,0.33252082142174233,Normal,Good,-
M08060,Type_01,80.59,2.13,217.6,16.4,3.212,860.8,0,0.33207219188918125,Normal,Good,-
M04281,Type_06,80.74,1.95,221.8,11.3,2.256,850.7,0,0.33145222400121405,Normal,Good,-
M00774,Type_07,80.55,0.35,216.7,11.37,2.217,90.0,0,0.3309139536172332,Normal,Good,-
M02181,Type_06,80.46,2.15,229.6,14.05,2.903,354.2,0,0.3300464183856352,Normal,Good,-
M00186,Type_12,80.61,1.29,220.8,11.46,2.277,107.2,0,0.3298493195917967,Normal,Good,-
M05143,Type_12,61.03,2.94,230.6,11.98,2.486,677.8,0,0.32982811316610594,Normal,Good,-
M02521,Type_19,65.11,3.66,218.1,9.36,1.837,97.8,0,0.3291689784613515,Normal,Good,-
M09562,Type_18,74.71,2.55,208.1,14.42,2.701,264.9,0,0.3291106173759744,Normal,Good,-
M06805,Type_16,74.94,1.09,208.2,11.98,2.245,234.1,0,0.3264574490840802,Normal,Good,-
M06729,Type_08,64.19,1.33,230.6,19.18,3.981,318.2,0,0.326279827911158,Normal,Good,-
M02339,Type_06,80.82,1.93,229.1,9.91,2.043,860.3,0,0.3261428773240482,Normal,Good,-
M05252,Type_16,82.69,2.72,221.7,15.88,3.169,532.8,0,0.32590037986211556,Normal,Good,-
M08931,Type_12,80.69,2.4,217.4,14.83,2.902,788.8,0,0.3247663442070503,Normal,Good,-
M01727,Type_02,70.5,0.96,230.2,15.66,3.244,748.5,0,0.3243705831832475,Normal,Good,-
M01003,Type_15,77.72,1.1,230.5,16.27,3.375,482.6,0,0.3229073162468293,Normal,Good,-
M07430,Type_21,80.84,0.74,227.7,11.77,2.412,974.0,0,0.3227382879107486,Normal,Good,-
M09837,Type_25,81.39,2.99,227.2,12.48,2.552,292.7,0,0.322706408129522,Normal,Good,-
M02621,Type_16,49.93,0.25,219.0,9.45,1.863,598.4,0,0.3214985626199557,Normal,Good,-
M07536,Type_12,80.47,1.57,221.3,12.16,2.422,361.8,0,0.32108865800780345,Normal,Good,-
M06110,Type_10,57.19,1.35,223.9,9.33,1.88,202.6,0,0.32094235669105475,Normal,Good,-
M09584,Type_12,77.71,1.48,208.4,14.62,2.742,144.2,0,0.3197585534631089,Normal,Good,-
M02512,Type_11,49.77,2.75,230.3,15.58,3.229,707.9,0,0.31788065751916306,Normal,Good,-
M08670,Type_06,53.7,2.24,208.3,14.12,2.647,287.9,0,0.3177356475796099,Normal,Good,-
M02540,Type_19,57.83,1.52,217.9,9.59,1.881,169.6,0,0.3176083403963786,Normal,Good,-
M07389,Type_22,64.19,0.1,230.6,21.87,4.539,447.0,0,0.3168605601465638,Normal,Good,-
M06433,Type_25,81.42,2.17,224.8,11.17,2.26,310.4,0,0.31636544757609664,Normal,Good,-
M06550,Type_25,81.26,2.63,216.0,16.76,3.258,804.1,0,0.31594503058649914,Normal,Good,-
M07765,Type_19,71.01,2.26,208.7,9.95,1.869,891.3,0,0.31340943812476774,Normal,Good,-
M04428,Type_18,80.68,1.5,219.8,13.45,2.661,288.6,0,0.3132671761190636,Normal,Good,-
M03438,Type_07,81.35,1.33,219.6,14.78,2.921,991.9,0,0.3130492438619931,Normal,Good,-
M09133,Type_16,74.56,1.79,208.0,22.44,4.201,946.9,0,0.31159929490310445,Normal,Good,-
M05436,Type_02,72.14,1.21,209.3,13.12,2.471,572.0,0,0.3091140099771094,Normal,Good,-
M09170,Type_11,65.26,1.05,226.5,9.53,1.943,104.7,0,0.3089253006931932,Normal,Good,-
M00619,Type_12,76.69,2.88,230.4,13.36,2.77,904.1,0,0.3081285991917048,Normal,Good,-
M01688,Type_09,50.33,1.77,208.7,17.62,3.31,451.4,0,0.30795732780878565,Normal,Good,-
M05851,Type_17,60.21,3.43,208.4,15.15,2.842,333.4,0,0.30791321763086676,Normal,Good,-
M06689,Type_24,76.86,2.96,208.0,20.67,3.869,431.2,0,0.3076590372415387,Normal,Good,-
M04231,Type_16,80.69,3.78,213.3,13.38,2.569,750.7,0,0.3074641412451926,Normal,Good,-
M07706,Type_06,59.49,3.89,219.1,9.47,1.867,528.5,0,0.3073310349309129,Normal,Good,-
M07665,Type_13,62.1,3.74,208.5,21.06,3.952,392.6,0,0.3072474703673134,Normal,Good,-
M04821,Type_23,59.94,1.42,208.0,10.38,1.943,59.8,0,0.3071471609905824,Normal,Good,-
M08073,Type_11,61.34,1.34,218.4,9.68,1.903,110.1,0,0.3064119526201622,Normal,Good,-
M03410,Type_10,72.48,2.27,230.5,15.87,3.292,575.9,0,0.30500240738255496,Normal,Good,-
M00590,Type_25,81.18,1.99,219.9,11.24,2.225,839.7,0,0.3047713716068151,Normal,Good,-
M04043,Type_03,76.09,2.17,214.5,9.82,1.896,529.2,0,0.30471551638681754,Normal,Good,-
M02854,Type_10,50.52,1.84,220.3,9.56,1.895,324.0,0,0.30399651724249527,Normal,Good,-
M08185,Type_08,52.92,3.24,230.4,14.56,3.019,159.0,0,0.3036240685097285,Normal,Good,-
M02056,Type_03,69.73,0.75,230.6,14.4,2.989,237.8,0,0.30359290089844954,Normal,Good,-
M07585,Type_07,69.88,0.97,208.7,11.86,2.228,725.0,0,0.3007911724157089,Normal,Good,-
M04173,Type_10,38.12,2.14,218.2,9.34,1.834,259.1,0,0.3001983625957022,Normal,Good,-
M09215,Type_21,59.73,1.34,230.2,19.77,4.096,323.1,0,0.2998797822446462,Normal,Good,-
M01455,Type_01,61.96,3.43,217.6,9.73,1.906,186.8,0,0.29922599848525544,Normal,Good,-
M01473,Type_20,73.89,2.49,230.3,17.31,3.588,645.4,0,0.29804869696768377,Normal,Good,-
M09373,Type_25,68.13,2.38,230.6,11.57,2.401,278.8,0,0.2977535485561542,Normal,Good,-
M07304,Type_12,81.42,2.7,211.3,15.49,2.946,986.2,0,0.2965081901258875,Normal,Good,-
M09636,Type_08,76.23,1.44,208.8,12.32,2.315,289.6,0,0.2956811017464699,Normal,Good,-
M01199,Type_11,77.52,2.32,208.8,16.7,3.138,463.3,0,0.2954032238390888,Normal,Good,-
M07372,Type_21,63.87,3.78,217.2,10.15,1.984,804.9,0,0.2943968930607232,Normal,Good,-
M05806,Type_19,67.18,0.42,230.3,15.18,3.146,618.1,0,0.293879939295703,Normal,Good,-
M02213,Type_06,62.0,1.81,208.7,15.75,2.958,374.7,0,0.29368325468472467,Normal,Good,-
M00200,Type_15,80.63,3.31,218.0,16.99,3.333,966.5,0,0.2922598888366072,Normal,Good,-
M00989,Type_20,80.61,1.98,219.2,15.06,2.971,65.9,0,0.2921261514131933,Normal,Good,-
M06857,Type_13,80.98,1.53,223.7,16.67,3.356,981.9,0,0.29126671270522225,Normal,Good,-
M06042,Type_12,71.08,2.37,208.9,18.88,3.55,812.9,0,0.290626346831547,Normal,Good,-
M01131,Type_13,73.96,3.14,208.8,18.35,3.448,77.6,0,0.2902132017991692,Normal,Good,-
M09794,Type_12,75.66,1.65,230.4,16.78,3.48,112.4,0,0.29013818457572266,Normal,Good,-
M05275,Type_12,72.25,1.94,230.6,18.81,3.904,554.9,0,0.2899730709151367,Normal,Good,-
M08434,Type_21,58.51,2.79,230.3,18.49,3.832,245.3,0,0.2896395545827829,Normal,Good,-
M09031,Type_09,61.12,1.93,224.3,9.61,1.94,51.4,0,0.28921935452602604,Normal,Good,-
M09752,Type_25,82.06,2.44,213.0,10.64,2.04,802.7,0,0.2884945009208449,Normal,Good,-
M06887,Type_06,61.5,4.55,230.3,18.14,3.76,670.7,0,0.28816289934449046,Normal,Good,-
M04845,Type_02,57.59,3.36,228.0,9.42,1.933,340.8,0,0.2877237023132923,Normal,Good,-
M08052,Type_02,76.09,1.55,230.3,16.14,3.345,299.3,0,0.28649492182948927,Normal,Good,-
M08973,Type_05,60.41,0.49,208.4,16.88,3.166,210.7,0,0.28636323928762036,Normal,Good,-
M05465,Type_25,54.74,1.62,230.5,13.14,2.726,767.4,0,0.2863630377706206,Normal,Good,-
M04818,Type_25,81.86,1.06,216.0,10.53,2.047,494.8,0,0.285330998800502,Normal,Good,-
M09376,Type_18,65.44,3.34,208.9,15.67,2.946,313.1,0,0.2849779359566511,Normal,Good,-
M06585,Type_15,70.9,1.32,224.6,9.4,1.9,892.8,0,0.2830359580482357,Normal,Good,-
M07207,Type_12,54.36,1.53,208.8,17.29,3.249,103.8,0,0.2829050267080853,Normal,Good,-
M02457,Type_11,77.9,1.37,208.6,17.29,3.246,143.6,0,0.2823976785653482,Normal,Good,-
M09819,Type_01,63.51,2.06,230.3,17.8,3.689,713.6,0,0.2814549321817764,Normal,Good,-
M07962,Type_19,67.36,1.17,209.5,15.63,2.947,873.6,0,0.27793271981186984,Normal,Good,-
M01212,Type_03,62.84,3.62,229.0,9.54,1.966,452.5,0,0.27673893669307487,Normal,Good,-
M02615,Type_24,58.03,2.76,209.2,15.05,2.834,670.1,0,0.2759832184403021,Normal,Good,-
M03025,Type_25,82.14,0.1,222.1,13.14,2.627,854.4,0,0.2743627352016317,Normal,Good,-
M05145,Type_20,77.92,0.58,208.9,17.47,3.285,554.3,0,0.27291820739244854,Normal,Good,-
M02047,Type_21,47.45,1.6,216.7,10.19,1.987,225.4,0,0.2727774025659499,Normal,Good,-
M06410,Type_04,64.17,2.06,222.3,9.69,1.939,964.2,0,0.2722438535767201,Normal,Good,-
M08867,Type_16,80.71,2.85,216.2,11.86,2.308,886.4,0,0.2710811438682099,Normal,Good,-
M01364,Type_19,55.09,3.23,219.4,9.65,1.905,244.3,0,0.2709600677479416,Normal,Good,-
M02133,Type_12,72.59,2.24,209.1,15.17,2.855,550.1,0,0.2709107523800725,Normal,Good,-
M02914,Type_09,44.64,3.6,230.3,14.46,2.997,465.1,0,0.2701422328851114,Normal,Good,-
M05680,Type_10,59.66,1.19,214.0,9.47,1.824,988.8,0,0.2700772651437368,Normal,Good,-
M02246,Type_12,65.02,0.11,209.0,19.76,3.717,272.6,0,0.27001845665157304,Normal,Good,-
M07287,Type_02,79.85,2.26,222.2,24.0,4.8,719.8,0,0.2695682221275575,Normal,Good,-
M07485,Type_10,67.65,0.78,226.1,9.35,1.903,325.4,0,0.2685038379531662,Normal,Good,-
M02658,Type_11,61.99,2.06,211.7,9.88,1.882,696.6,0,0.26831902351418585,Normal,Good,-
M03543,Type_25,68.83,3.29,215.8,9.79,1.901,446.1,0,0.26750569751558934,Normal,Good,-
M01804,Type_19,58.61,2.72,221.2,9.61,1.913,769.3,0,0.26665549580829667,Normal,Good,-
M05609,Type_18,59.89,1.54,209.4,12.41,2.339,640.3,0,0.266653747945686,Normal,Good,-
M03416,Type_01,55.04,2.29,209.1,15.83,2.979,75.5,0,0.26599663479775404,Normal,Good,-
M06608,Type_24,54.93,1.2,209.1,18.64,3.508,471.2,0,0.26496278449311694,Normal,Good,-
M05996,Type_13,75.14,0.95,230.5,17.15,3.558,160.8,0,0.26483203284340234,Normal,Good,-
M08167,Type_22,57.62,1.05,209.4,13.92,2.623,823.7,0,0.2646709046911068,Normal,Good,-
M09950,Type_03,65.01,1.86,223.1,9.47,1.901,680.3,0,0.26447767302437375,Normal,Good,-
M08129,Type_11,50.61,2.03,217.9,9.73,1.908,536.5,0,0.26441131785497474,Normal,Good,-
M06297,Type_25,57.75,1.64,223.9,9.46,1.906,80.3,0,0.26253081092503,Normal,Good,-
M02571,Type_19,69.45,3.23,216.2,9.78,1.903,601.9,0,0.261459158102745,Normal,Good,-
M02367,Type_02,79.47,1.55,216.3,17.2,3.348,214.5,0,0.26089644397538314,Normal,Good,-
M02698,Type_02,79.38,0.1,219.6,14.18,2.803,122.2,0,0.26004609365908343,Normal,Good,-
M04633,Type_24,77.19,3.37,219.1,9.73,1.919,564.7,0,0.25879443030262683,Normal,Good,-
M04179,Type_22,64.82,1.2,209.2,15.09,2.841,901.2,0,0.25851880371370095,Normal,Good,-
M04370,Type_22,73.3,0.1,228.7,9.82,2.021,800.0,0,0.25849076615306144,Normal,Good,-
M03320,Type_25,80.51,2.01,221.9,19.45,3.884,472.3,0,0.2573809164858966,Normal,Good,-
M08711,Type_07,57.32,3.32,208.9,10.54,1.982,69.1,0,0.2565697070622807,Normal,Good,-
M05122,Type_18,67.99,1.12,230.2,14.23,2.948,586.2,0,0.25587174274768293,Normal,Good,-
M07519,Type_16,82.02,2.25,216.3,21.74,4.232,986.7,0,0.25509723831534353,Normal,Good,-
M09735,Type_02,79.3,2.64,213.6,14.57,2.801,686.9,0,0.25417491699177863,Normal,Good,-
M08338,Type_17,57.97,0.41,209.5,21.75,4.101,530.5,0,0.2541281290504741,Normal,Good,-
M01059,Type_10,56.43,2.58,209.2,14.05,2.645,288.3,0,0.25340348606174534,Normal,Good,-
M02768,Type_01,64.92,2.44,221.8,25.37,5.064,143.3,0,0.2534017517385344,Normal,Good,-
M01092,Type_22,55.25,0.26,209.2,10.93,2.058,776.7,0,0.25252639798630183,Normal,Good,-
M07708,Type_16,62.83,3.15,209.1,14.43,2.716,711.4,0,0.25217737975992544,Normal,Good,-
M00104,Type_10,69.77,1.1,209.5,18.45,3.479,755.0,0,0.2521760157227291,Normal,Good,-
M09271,Type_10,67.48,0.47,220.3,9.63,1.909,578.8,0,0.25213701718160025,Normal,Good,-
M01202,Type_01,55.22,1.44,221.2,9.73,1.937,646.3,0,0.2517223421852121,Normal,Good,-
M05898,Type_02,54.28,0.98,209.4,20.28,3.822,808.0,0,0.251314459174538,Normal,Good,-
M00034,Type_14,67.2,3.28,222.5,9.66,1.934,905.1,0,0.2506073768321215,Normal,Good,-
M00149,Type_10,62.23,2.54,209.1,13.96,2.627,429.5,0,0.2499638218347491,Normal,Good,-
M02905,Type_06,58.87,1.75,209.2,17.28,3.253,71.7,0,0.24909081556524712,Normal,Good,-
M03076,Type_17,65.16,2.82,209.3,17.42,3.281,705.4,0,0.24849924315182848,Normal,Good,-
M05226,Type_12,70.4,2.11,209.4,12.88,2.427,186.2,0,0.24803535658644693,Normal,Good,-
M09732,Type_10,64.19,0.27,209.0,14.74,2.773,131.3,0,0.24707845455968275,Normal,Good,-
M06428,Type_02,78.96,1.73,216.5,13.65,2.66,267.9,0,0.24633191047660874,Normal,Good,-
M04399,Type_14,53.13,1.37,225.9,9.47,1.925,617.7,0,0.2460320707233118,Normal,Good,-
M01172,Type_06,61.35,2.73,224.0,9.54,1.923,155.0,0,0.24600818558249962,Normal,Good,-
M07721,Type_16,77.79,2.99,209.4,17.58,3.313,514.9,0,0.24600429150506378,Normal,Good,-
M02442,Type_02,77.46,1.67,228.8,14.75,3.037,586.6,0,0.24583255332420484,Normal,Good,-
M03926,Type_24,70.84,2.88,230.3,16.13,3.343,999.3,0,0.24549865850474847,Normal,Good,-
M06924,Type_05,69.42,2.9,220.7,9.67,1.921,180.6,0,0.24479027094880884,Normal,Good,-
M02111,Type_23,62.02,2.64,230.2,16.26,3.369,289.7,0,0.24327598065221448,Normal,Good,-
M08957,Type_24,55.87,0.15,209.3,13.46,2.535,66.5,0,0.24285240429209393,Normal,Good,-
M09828,Type_17,74.62,2.04,214.5,9.86,1.903,867.4,0,0.24243350180091527,Normal,Good,-
M04319,Type_02,68.85,2.84,209.6,17.59,3.318,525.7,0,0.24196972246582768,Normal,Good,-
M03563,Type_20,75.0,1.22,209.3,16.6,3.127,719.5,0,0.24175191726548753,Normal,Good,-
M03081,Type_03,56.0,2.48,224.8,9.53,1.928,405.3,0,0.24162697649780351,Normal,Good,-
M05095,Type_05,55.44,0.65,224.4,9.49,1.917,574.5,0,0.24099729697239758,Normal,Good,-
M07261,Type_10,46.96,2.63,209.4,11.89,2.241,780.8,0,0.24023148835760405,Normal,Good,-
M02817,Type_03,50.12,2.34,221.3,9.69,1.93,758.6,0,0.23941742971914753,Normal,Good,-
M05130,Type_11,70.34,3.46,222.0,9.81,1.96,586.5,0,0.23854716174656676,Normal,Good,-
M06496,Type_21,69.56,4.59,210.3,13.52,2.559,952.6,0,0.23771028237742503,Normal,Good,-
M01783,Type_08,49.27,1.32,209.3,13.91,2.62,233.6,0,0.23765181872936625,Normal,Good,-
M02829,Type_18,80.41,0.34,219.3,20.81,4.107,268.6,0,0.23472062816733985,Normal,Good,-
M03028,Type_16,67.12,1.65,220.6,9.77,1.94,330.2,0,0.23305191966473335,Normal,Good,-
M06044,Type_16,78.69,3.28,225.8,9.71,1.973,295.5,0,0.23255986715971386,Normal,Good,-
M09709,Type_20,66.53,0.73,230.3,10.79,2.236,144.5,0,0.23247522084199768,Normal,Good,-
M03527,Type_25,72.19,3.15,230.2,11.08,2.296,523.6,0,0.23209771130881593,Normal,Good,-
M04018,Type_16,53.89,2.7,209.3,15.49,2.918,874.5,0,0.2318766159600893,Normal,Good,-
M05510,Type_11,76.53,4.6,215.9,17.95,3.488,570.3,0,0.23086168555181164,Normal,Good,-
M06107,Type_21,73.21,1.73,229.8,18.17,3.758,842.5,0,0.23020748798002633,Normal,Good,-
M09360,Type_18,60.82,1.76,217.5,9.92,1.942,666.4,0,0.23003094195941784,Normal,Good,-
M04054,Type_05,60.88,1.62,222.4,9.67,1.936,688.5,0,0.22952059919841283,Normal,Good,-
M06373,Type_12,80.42,1.53,219.2,15.22,3.003,827.8,0,0.2292341000340723,Normal,Good,-
M09142,Type_01,80.44,2.01,225.3,23.85,4.836,837.4,0,0.228503611947067,Normal,Good,-
M04073,Type_20,51.29,3.13,218.2,9.76,1.917,602.1,0,0.22684978255015728,Normal,Good,-
M05088,Type_25,67.65,1.85,218.0,9.77,1.917,732.4,0,0.2268281247979514,Normal,Good,-
M06126,Type_09,56.2,0.99,209.6,14.35,2.707,517.3,0,0.22678123708996079,Normal,Good,-
M06662,Type_17,53.83,2.43,209.5,15.64,2.949,284.3,0,0.22669571361717358,Normal,Good,-
M00117,Type_10,75.96,1.87,224.6,9.68,1.957,414.2,0,0.22627782472071714,Normal,Good,-
M01180,Type_10,75.3,2.39,220.8,9.8,1.947,463.7,0,0.2260971196503351,Normal,Good,-
M06961,Type_03,80.06,0.65,216.2,20.14,3.919,988.1,0,0.22564195330223324,Normal,Good,-
